	A567T11	A567T12	A567T15	A567T16
LYST	818	576	961	1896
LDHAP2	4	1	2	2
LYST-AS1	2	1	1	5
MIR1537	0	0	0	0
RNU5E-2P	0	1	0	0
RNU6-968P	0	0	0	0
RP5-940F7.2	0	0	3	3
RP4-580N22.2	3	1	3	4
NID1	1	1	2	45
RP4-764D2.1	0	0	0	0
GPR137B	280	215	149	198
ERO1LB	186	136	367	465
RNU2-70P	0	0	0	0
RP11-478H16.1	0	0	0	0
EDARADD	298	285	555	452
ENO1P1	0	0	0	0
LGALS8	2921	2749	3134	3586
LGALS8-AS1	5	9	2	8
RP11-385F5.5	29	34	18	16
RP11-385F5.4	5	7	8	26
HEATR1	6378	5409	5625	6202
ACTN2	2	3	0	0
MTR	3153	2547	3154	4169
RP11-182B22.2	0	0	0	0
RPL35P1	5	3	1	3
MT1HL1	0	0	0	0
RYR2	14	29	6	3
RN7SKP195	0	0	0	0
MIR4428	0	0	0	0
RP11-193H5.1	0	0	8	9
ZP4	3	10	195	233
RP11-193H5.2	0	0	0	0
MTRNR2L11	0	0	0	0
RP11-193H5.5	0	0	0	0
MTND6P15	0	0	0	0
MTND5P18	0	0	0	0
YWHAQP9	0	0	0	1
RP11-136B18.1	0	0	0	0
RP11-136B18.2	0	0	0	0
RNU6-725P	1	0	0	1
RP11-371I1.2	63	67	125	144
RP11-177F15.1	0	0	1	4
KRT18P32	3	0	1	1
MIPEPP2	0	0	0	0
RP11-307O1.1	0	0	0	0
RP11-544D21.2	0	0	0	0
RP11-544D21.1	0	0	0	0
CHRM3	0	0	0	0
CHRM3-AS2	0	0	0	0
CHRM3-AS1	0	0	0	0
RP11-35L17.3	0	0	0	0
RP11-438O11.1	0	0	0	0
RPS7P5	0	0	0	0
FMN2	0	0	2	1
RP11-567G24.1	4	3	6	4
ADH5P3	0	0	0	0
RP11-567G24.3	0	0	0	0
RP11-177F11.1	0	0	0	0
AL646016.1	0	0	0	0
GREM2	0	1	0	0
RP11-467I20.2	0	0	0	0
RP11-467I20.4	0	0	0	0
RP11-467I20.6	0	0	0	0
RP11-467I20.3	0	0	0	0
RNU5F-8P	0	0	0	0
RP11-467I20.5	0	0	0	0
RP11-80B9.4	1	0	0	1
RP11-80B9.1	1	1	0	3
RGS7	14	7	6	42
PRKRIRP8	0	1	0	2
RFKP1	0	0	0	0
HNRNPA1P42	0	0	0	0
RP11-435F13.2	0	0	0	0
MIR3123	0	0	0	0
RP11-306K13.1	0	0	0	2
RP11-527D7.1	19	16	18	33
FH	10647	10304	8986	7069
KMO	26	36	23	43
OPN3	417	303	505	591
CHML	1995	1397	1767	3495
WDR64	2	1	0	2
RP11-553N16.1	1	0	0	1
EXO1	3829	3781	3359	3650
RP11-323D18.5	6	0	5	1
BECN1P1	2	0	0	0
CFL1P4	0	0	0	1
MAP1LC3C	1	0	0	1
RNU6-1139P	0	0	0	0
TUBB8P6	0	0	0	0
PLD5	319	269	453	479
RNA5SP81	0	0	0	0
RP11-561I11.4	5	1	11	7
RN7SKP12	0	0	0	1
RP11-561I11.3	5	9	10	4
RP11-513D4.3	0	0	0	1
RP11-513D4.2	0	0	0	1
RP11-513D4.1	2	0	0	5
RP11-435I3.1	0	0	0	0
RSL24D1P4	0	0	0	0
RP11-498M14.1	0	0	0	0
AL445675.1	0	0	0	0
RP11-331N16.1	0	0	0	0
RP11-261C10.1	0	0	0	0
RP11-261C10.2	1	1	0	0
RP11-261C10.7	35	21	25	28
RP11-261C10.3	41	29	39	60
RNU6-747P	0	0	0	0
CEP170	2184	1609	3734	6145
RP11-261C10.5	15	2	18	35
RP11-261C10.4	0	0	0	0
AC092782.1	1	0	0	3
SDCCAG8	1673	1610	2659	2266
FCF1P7	2	4	3	14
MIR4677	5	3	9	5
AKT3	3172	2591	3941	5516
RP11-269F20.1	2	0	0	15
FABP7P1	0	0	0	0
RP11-370K11.1	0	0	0	2
AKT3-IT1	4	1	5	2
RP11-278H7.1	1	0	1	4
ZBTB18	795	598	588	686
AL590483.1	0	0	0	1
RP11-278H7.4	0	0	0	0
RN7SL148P	0	0	0	0
RP11-278H7.3	0	0	0	0
C1orf100	2	7	5	9
RP11-518L10.5	0	0	0	0
TGIF2P1	3	1	3	6
ADSS	5327	4050	4389	4779
C1orf101	15	17	17	41
AC099757.1	0	0	0	0
RP11-523K4.2	0	0	0	0
DESI2	4076	3032	4109	5069
RP11-173A6.2	2	1	1	10
COX20	119	138	119	175
HNRNPU-AS1	261	168	327	358
HNRNPU	49158	40342	40960	38273
RP11-11N7.4	1	0	0	4
RN7SKP55	0	0	0	0
RNU6-947P	0	0	0	0
RP11-156E8.1	6	5	5	11
EFCAB2	186	172	221	371
RNU6-1089P	0	0	0	0
RNU6-999P	1	0	0	0
RP11-290P14.2	0	0	0	0
RNU1-132P	1	0	0	0
KIF26B	13	13	15	27
RP11-62I21.1	0	0	1	0
DNAJC19P8	0	0	0	0
AL359983.1	0	0	0	0
RP11-522M21.2	0	0	0	0
RP11-522M21.3	1	1	0	0
SMYD3	993	1099	1111	1212
RP11-83A16.1	2	0	1	0
RP11-36N20.1	0	1	1	7
CHCHD4P5	0	0	0	3
RNU6-1283P	0	0	0	0
SMYD3-IT1	0	0	1	0
RP11-690C23.4	0	0	0	0
RP11-690C23.2	0	0	0	0
RP11-690C23.5	0	1	4	3
RP11-690C23.3	4	3	3	2
TFB2M	2142	1817	1495	1280
CNST	1084	949	1019	1165
RP11-439E19.1	0	0	1	2
RP11-452J6.2	4	3	4	4
RP11-439E19.9	9	7	4	13
RP11-439E19.7	5	4	1	1
SCCPDH	2452	2513	2595	2951
RP11-439E19.6	0	2	0	5
RP11-439E19.8	5	1	2	9
RP11-439E19.10	8	5	7	33
RP11-439E19.3	2	0	1	1
RP11-397A15.4	0	0	0	0
AHCTF1	7514	5897	6292	8089
ZNF670	503	387	374	445
ZNF695	106	96	116	155
RP11-551G24.3	0	1	0	0
RP11-551G24.2	10	5	1	16
RP11-107G24.3	0	0	0	0
ZNF669	285	257	307	357
C1orf229	2	4	0	1
FGFR3P6	0	0	0	0
ZNF124	304	203	221	245
RP11-488L18.6	1	2	1	0
RP11-488L18.3	4	1	1	5
RP11-488L18.10	200	146	391	294
MIR3916	1488	880	1913	3117
RNA5SP82	9	5	11	30
RP11-488L18.8	0	1	0	1
RP11-488L18.1	1	0	1	0
VN1R17P	0	0	0	0
VN1R5	0	0	1	2
ZNF496	3956	3468	3471	3251
NLRP3	432	415	1807	1384
OR2B11	0	0	5	5
OR2W5	0	0	0	0
GCSAML	0	0	0	0
GCSAML-AS1	0	0	0	0
OR2C3	0	0	0	0
RP11-978I15.10	0	0	0	0
OR2G2	0	0	0	0
OR2G3	0	0	0	0
RNU6-691P	0	0	0	0
OR14L1P	0	0	0	0
RP11-634B7.4	0	0	0	0
OR3D1P	0	0	0	0
OR13G1	0	0	0	0
OR6F1	0	0	0	0
RP11-634B7.5	0	0	0	0
OR14A2	0	0	0	0
OR14K1	0	0	0	0
OR1C1	0	0	0	0
OR9H1P	0	0	0	0
OR14A16	0	0	0	0
HSD17B7P1	0	0	0	0
OR6R1P	0	0	0	0
OR11L1	0	0	0	0
TRIM58	0	0	0	0
OR2W3	0	0	0	0
OR2T8	0	0	0	0
OR2AJ1	0	0	0	0
RP11-438H8.8	0	0	0	0
OR2L13	0	0	0	0
OR2X1P	0	0	0	0
OR2L8	0	0	0	0
OR2AK2	1	0	0	0
OR2L9P	0	0	0	0
OR2L1P	0	0	0	0
OR2L6P	0	0	0	0
OR2L5	0	0	0	0
OR2L2	1	0	0	0
OR2L3	0	0	0	0
OR2T32P	0	0	0	0
OR2M1P	0	0	0	0
OR2M5	0	0	0	0
OR2M2	0	0	0	0
OR2M3	0	0	0	0
OR2M4	0	0	0	0
OR2T33	0	0	0	0
OR2T12	0	0	0	0
OR2M7	0	0	0	0
OR14C36	0	0	0	0
OR2T4	0	0	0	0
OR2T6	0	0	0	0
OR2T1	0	0	0	0
OR2T7	0	0	0	0
OR2T2	0	0	0	0
OR2T3	0	0	0	0
RP11-407H12.8	0	0	0	0
OR2T5	0	0	0	0
OR2AS2P	0	0	0	0
OR2G6	0	0	0	0
RP11-438F14.3	0	0	0	0
OR2AS1P	0	0	0	0
OR2T29	0	0	0	0
OR2T34	0	0	0	0
OR2T10	0	0	0	0
RP11-438F14.10	0	0	0	0
OR2T11	0	0	0	0
OR2T35	0	0	0	0
OR2T27	0	0	0	0
OR14I1	0	0	0	0
XX-CR54.1	0	0	0	0
XX-CR54.3	0	0	0	0
AHCYP8	0	0	0	0
LYPD8	0	0	0	0
AL672296.1	0	0	0	0
SH3BP5L	2573	2352	2431	1949
MIR3124	0	0	0	0
ZNF672	2049	1727	1333	1049
ZNF692	3697	3629	2311	1441
AL672294.1	2	3	1	2
PGBD2	362	281	252	276
RNU6-1205P	0	0	0	0
AL672183.2	3	6	4	4
FAM110C	1710	1439	3938	3625
AC079779.7	0	0	0	0
SH3YL1	1977	1720	2316	2031
ACP1	8266	8513	8004	6930
FAM150B	5	2	4	4
AC079779.4	1	1	1	0
AC079779.5	0	0	0	0
AC079779.6	0	0	0	1
AC105393.1	0	0	0	1
AC105393.2	0	0	0	1
AC093326.1	0	0	0	0
AC093326.2	0	0	0	0
AC093326.3	0	0	0	0
TMEM18	1570	1726	1635	1644
AC092159.2	17	20	19	13
AC092159.3	0	1	0	0
AC116609.1	0	0	0	0
RP13-539J13.1	0	0	0	0
AC116609.3	0	0	0	0
AC116609.2	0	0	0	1
AC113607.1	0	0	0	0
AC113607.2	0	0	0	0
AC113607.3	0	0	0	0
AC116614.1	0	0	0	0
SNTG2	0	0	0	0
AC114808.3	0	0	0	0
AC114808.2	0	0	0	0
AC108462.1	0	0	0	0
TPO	2	0	2	11
AC144450.1	1	0	0	0
AC141930.2	0	0	0	1
AC144450.2	0	0	1	0
PXDN	11141	9497	13224	17367
MYT1L	0	0	1	0
AC093390.1	0	0	0	0
AC009232.2	0	0	0	0
AC018685.1	0	0	0	0
AC018685.2	0	0	0	0
AC011995.1	0	0	0	0
AC011995.3	0	0	0	0
AC019118.2	1	1	0	0
AC074264.1	0	0	0	0
AC019118.3	2	0	0	2
AC019118.4	7	2	0	0
TSSC1	2665	2771	2429	2136
TSSC1-IT1	6	8	4	8
TRAPPC12	2552	2070	2327	2004
TRAPPC12-AS1	44	25	31	22
RP11-1293J14.1	7	9	6	7
ADI1	2680	2723	2406	2575
AC142528.1	12	11	2	7
AC108488.4	146	132	124	145
RP13-512J5.1	0	1	1	0
RNASEH1	2559	2596	2435	2163
AC108488.3	785	802	626	458
RPS7	77256	91537	71115	51802
SNORA73	0	2	4	3
COLEC11	2	1	0	3
AC010907.2	0	0	0	0
TMSB4XP2	0	0	0	0
ALLC	0	0	0	0
GAPDHP48	0	0	0	0
AC010907.5	0	0	0	0
DCDC2C	0	0	0	0
AC019172.2	0	0	2	0
AC107070.1	0	0	0	0
RN7SL531P	0	0	0	0
AC012445.1	0	0	0	0
AC068292.1	0	0	0	0
NPM1P48	0	0	1	0
AC022311.1	0	0	0	0
RNU6-649P	0	0	0	0
AC073143.1	0	0	0	0
AC107057.1	0	0	0	0
AC107057.2	0	0	0	0
AC108025.2	0	0	1	0
SOX11	0	0	0	0
AC010729.1	0	0	0	0
AC010729.2	0	0	0	0
AC010729.3	0	0	0	0
AC073479.1	0	0	0	0
FLJ30594	0	0	0	0
AC017053.1	0	0	0	0
AC105253.1	0	0	0	0
AC021021.1	0	0	0	0
AC021021.2	0	0	0	0
hsa-mir-7515	0	0	0	0
LINC00487	0	0	1	0
AC017076.5	1	0	1	1
CMPK2	38	26	112	51
RSAD2	48	40	228	58
RP11-439M11.1	0	0	0	0
RNF144A-AS1	0	0	0	2
RNF144A	33	31	199	382
AC019048.1	0	0	0	1
RN7SKP112	0	0	0	0
RP11-557L19.1	0	0	1	0
AC010904.1	0	0	0	0
AC013460.1	0	0	0	0
RNU6ATAC37P	0	0	0	0
AC092580.3	0	0	0	0
AC092580.4	0	0	0	0
AC092580.2	0	0	0	0
AC092580.1	0	0	0	0
AC007463.2	0	0	0	0
AC007464.1	0	0	0	0
LINC00299	0	0	0	0
U91324.1	0	0	0	0
AC011747.3	0	0	0	0
AC011747.4	0	0	0	0
AC011747.6	0	0	0	0
SNRPEP5	0	0	0	0
AC011747.7	11	14	6	16
ID2	544	512	75	718
RP11-434B12.1	28	35	50	79
KIDINS220	2885	2337	3546	5312
MBOAT2	4322	3591	6924	8961
HMGB1P25	0	0	0	0
RPL30P3	0	0	0	0
RP11-734K21.2	44	51	29	34
RP11-734K21.5	156	124	96	74
RP11-734K21.3	2	2	0	4
RP11-734K21.4	0	0	0	0
ASAP2	4231	3087	4625	8023
RP11-385J23.1	0	1	1	1
ITGB1BP1	7309	6990	7365	6236
CPSF3	7440	7488	7159	6237
IAH1	2605	2558	3263	2997
ADAM17	3040	2234	3266	4535
RP11-400L8.2	14	4	13	29
RP11-214N9.1	39	28	34	27
YWHAQ	34857	28068	39994	42711
RP11-521D12.1	1	4	5	1
RP11-521D12.2	1	0	0	0
RNU4-73P	0	0	0	0
RP11-521D12.4	0	0	0	0
RP11-521D12.5	48	57	63	37
TAF1B	1281	953	1251	1362
RP11-95D17.1	158	169	202	110
GRHL1	968	761	628	487
AC010969.1	1	1	0	0
RP11-254F7.1	0	0	0	0
RP11-254F7.2	41	35	41	96
KLF11	442	331	459	823
RP11-254F7.3	0	0	0	0
CYS1	5	6	25	40
AC104794.4	1	1	0	0
RP11-254F7.4	37	16	14	10
RRM2	30187	28607	27117	26549
C2orf48	109	109	100	106
MIR4261	0	2	0	1
RN7SL66P	0	0	0	0
HPCAL1	5885	5811	3007	3353
ODC1	18134	17617	11691	10368
SNORA80B	4	3	6	37
RP11-320M2.1	7	9	12	9
AC007249.3	0	0	0	4
NOL10	4172	4305	3655	3108
AC092687.5	6	2	1	8
RN7SL832P	51	61	48	34
AC092687.3	1	0	2	1
ATP6V1C2	153	114	137	124
RNU7-138P	0	0	0	0
RP11-791G15.2	12	14	12	13
PDIA6	17953	16528	22581	22535
RNU7-176P	0	0	0	0
AC092687.4	0	0	0	0
RP11-245G13.1	0	0	0	0
RP11-245G13.2	0	0	0	0
KCNF1	2	2	2	6
AC062028.1	2	7	5	12
RP11-345J13.1	0	0	0	0
C2orf50	5	8	9	16
PQLC3	713	605	1093	1066
ROCK2	3717	2937	5028	9036
RNU6-1081P	0	0	0	0
AC018463.4	1	1	1	1
AC018463.5	0	0	0	0
AC099344.2	0	0	0	0
AC099344.3	1	0	0	0
LINC00570	0	0	0	0
E2F6	1212	1021	1157	1468
AC099344.1	1	0	0	1
RNA5SP84	0	0	0	0
GREB1	20	17	28	93
MIR4429	0	0	0	0
RNU2-13P	0	0	0	0
RNA5SP85	0	0	0	0
RN7SL674P	0	0	0	0
AC011994.1	0	0	0	0
NTSR2	0	0	0	0
AC110754.3	0	0	0	0
LPIN1	1443	1119	1882	2301
AC106875.1	0	0	0	1
AC012456.3	0	0	0	0
AC012456.4	0	0	3	3
MIR548S	0	0	0	0
MIR4262	0	0	0	0
AC096559.1	3	3	1	2
SNORD18	3	2	7	7
MIR3681	0	0	0	0
RNU6-843P	0	0	0	0
AC096559.2	0	0	0	0
RP11-333O1.1	9	7	9	11
TRIB2	1647	1482	1621	2164
MIR3125	3	1	1	3
AC064875.2	1	2	1	1
AC092635.1	0	0	0	0
LINC00276	0	0	0	0
AC016730.1	0	0	0	0
RNU6-1288P	0	0	0	0
AC011897.2	0	0	0	2
FAM84A	903	632	521	345
AC011897.1	0	0	0	0
AC068286.1	0	0	0	0
NBAS	2970	2792	3255	3831
RP11-32P22.1	0	0	0	0
AC008278.2	0	2	1	0
DDX1	14861	13495	12612	11687
AC008278.3	1	0	0	0
AC008271.1	0	0	0	0
AC113608.1	0	0	0	0
RNU5E-7P	0	0	0	0
RP11-120J4.1	0	0	0	1
MYCNUN	0	0	0	0
MYCNOS	1	0	0	0
MYCN	4	4	2	0
RN7SL104P	0	0	0	0
AC010145.4	0	0	0	0
AC130710.1	0	0	0	0
AC142119.1	0	0	0	0
WI2-2221J1.1	0	0	0	0
AC010745.1	0	0	0	0
AC010745.2	0	0	0	0
AC010745.3	0	0	0	0
AC010745.4	1	1	1	0
AC010880.1	0	0	0	0
AC104623.2	0	0	0	0
FAM49A	42	49	29	21
AC008069.1	0	0	0	0
AC008069.2	0	0	0	0
AC080094.1	0	0	0	0
RN7SKP168	0	0	0	0
ZFYVE9P2	0	0	0	0
PSMC1P10	0	0	0	0
RAD51AP2	8	6	32	22
VSNL1	598	565	743	488
SMC6	4111	3172	4542	6088
GEN1	2902	2174	3364	4046
MSGN1	0	0	0	2
KCNS3	860	772	1092	841
RP11-111J6.2	6	7	2	2
RDH14	1184	932	1285	1135
NT5C1B-RDH14	0	0	0	1
NT5C1B	14	11	32	49
RNU6-1215P	2	0	2	2
AC106053.1	2	0	1	4
AC092594.1	16	17	12	39
MIR4757	0	0	0	0
OSR1	24	31	8	69
AC010096.1	0	0	0	1
AC010096.2	0	0	0	0
AC019055.1	0	0	0	0
CISD1P1	0	0	0	1
LINC00954	1	0	2	6
TTC32	322	263	264	425
RP11-79O8.1	1	7	3	9
WDR35	1895	1391	1596	2415
AC079145.4	13	12	32	28
MATN3	181	137	657	886
LAPTM4A	11028	10720	16701	19806
RP11-644K8.1	6	8	2	13
AC098828.2	0	2	2	3
AC098828.3	2	0	8	19
RN7SL140P	0	0	0	0
RNU6-961P	0	0	0	1
SDC1	28040	29601	60055	40136
AC007041.2	13	11	25	33
RNU7-113P	2	3	2	6
PUM2	6115	4481	5972	8643
AC007041.1	0	0	0	0
SLC7A15P	0	0	0	0
RNA5SP86	0	0	0	0
RHOB	2308	1750	5183	9603
AC023137.2	0	0	0	1
AC012065.4	0	0	0	0
HS1BP3	1283	1392	1802	1915
RP11-130L8.2	19	24	46	38
HS1BP3-IT1	19	15	50	112
AC012065.5	1	0	1	0
GDF7	0	0	0	1
AC012065.7	3	2	3	4
RP11-130L8.1	0	0	0	0
C2orf43	1580	1426	1352	1446
AC012361.1	0	0	0	0
RP11-116D2.1	0	0	0	0
APOB	0	0	0	0
TDRD15	0	0	0	0
RP11-79J24.1	0	0	0	0
AC067959.1	0	0	0	4
AC011752.1	0	0	0	0
RP11-531P14.1	0	0	0	0
AC009411.2	0	0	0	0
AC009411.1	0	0	0	0
AC018742.1	0	0	0	0
RN7SL117P	0	0	0	0
AC068490.2	0	0	0	0
AC068490.1	0	0	0	0
AC068044.1	0	0	0	0
AC099799.1	0	0	0	0
RNA5SP87	0	0	0	0
AC096570.2	0	0	0	0
AC096570.1	0	0	0	0
RN7SKP27	0	0	0	0
AC016768.1	0	0	0	0
AC012506.1	0	0	0	0
AC012506.2	0	0	0	0
AC012506.3	0	0	1	1
AC012506.4	1	0	0	1
KLHL29	532	417	775	991
AC011239.1	0	0	0	1
ATAD2B	716	589	632	1009
PGAM1P6	1	0	0	2
AC066692.3	0	0	0	0
UBXN2A	2513	2031	2668	2971
SDHCP3	0	0	0	0
RN7SL610P	5	0	1	1
MFSD2B	15	11	9	20
C2orf44	1676	1520	1504	1299
RNU6-370P	0	0	0	0
FKBP1B	449	369	490	410
SF3B14	10823	12109	10109	7076
FAM228B	52	48	67	190
TP53I3	1596	1684	3267	3537
PFN4	51	50	103	109
RP11-507M3.1	0	1	0	2
AC008073.7	4	1	0	2
FAM228A	0	1	2	1
AC008073.9	0	0	2	0
ITSN2	2099	1726	2840	4182
AC009228.1	1	0	1	4
HMGN2P20	0	0	0	0
RPL36AP13	0	0	0	0
NCOA1	438	343	554	1258
RNA5SP88	0	0	0	0
RNU6-936P	0	0	1	0
PTRHD1	550	561	524	471
CENPO	2921	2656	2945	3373
ADCY3	4852	3989	4004	4378
RP11-443B20.1	200	238	284	239
DNAJC27	260	217	332	395
AC013267.1	0	0	1	0
SNORD14	1	0	0	0
DNAJC27-AS1	26	22	28	12
EFR3B	1	1	8	30
RN7SL856P	0	0	0	0
SUCLA2P3	0	0	0	0
RP11-509E16.1	2	1	7	10
POMC	0	0	0	0
AC012457.2	0	0	0	0
RP11-458N5.1	9	6	7	7
DNMT3A	446	370	434	590
MIR1301	0	0	1	0
AC012074.2	0	1	0	2
AC012074.1	1	0	1	0
DTNB	1318	1270	1253	1307
AC104699.1	3	2	1	5
AC010150.2	0	0	0	0
ASXL2	3444	2684	3135	5323
TPM3P7	0	0	0	0
PTGES3P2	1	0	0	0
AC010150.1	1	3	1	5
AC064847.4	0	0	0	0
KIF3C	1569	1467	2361	2747
UQCRHP2	0	0	0	0
AC013449.1	1	4	3	2
RAB10	8145	6322	9066	10874
RNU6-942P	0	0	0	0
RP11-214J9.1	1	9	1	5
AC011742.3	0	0	0	0
SMARCE1P6	4	2	3	0
AC011742.5	0	0	0	0
PPIL1P1	0	0	0	0
GAREML	190	157	113	159
HADHA	18362	18009	18435	16456
HADHB	7561	7298	8343	8512
GPR113	84	76	65	72
EPT1	5118	3902	4075	4826
DRC1	5	3	4	27
OTOF	3	4	6	16
C2orf70	230	233	222	130
CIB4	1	2	4	1
AC015977.6	0	0	0	0
AC015977.5	0	0	0	0
KCNK3	17	18	31	37
SLC35F6	4112	4565	4744	3583
CENPA	3313	2806	2819	2384
CDKN2AIPNLP2	0	0	0	0
DPYSL5	0	1	1	2
AC013472.4	1	0	0	0
MAPRE3	1237	1153	1451	1255
AC013472.3	5	6	13	14
TMEM214	5091	5182	5526	5409
AGBL5	2629	2459	2604	2581
AGBL5-AS1	0	0	2	1
RP11-503P10.1	14	4	9	2
AGBL5-IT1	20	19	14	26
RP11-195B17.1	13	17	21	29
OST4	6503	7724	8540	6620
EMILIN1	56	58	80	57
KHK	792	901	573	409
CGREF1	436	491	136	183
ABHD1	11	12	14	21
PREB	5275	5111	4367	3168
C2orf53	0	0	0	0
TCF23	0	0	0	0
AC013403.13	1	0	0	0
SLC5A6	3620	3352	2249	1702
ATRAID	4663	5579	5435	4454
CAD	16112	14258	12004	9703
SLC30A3	17	14	12	39
DNAJC5G	0	1	0	1
TRIM54	2	2	1	4
UCN	17	12	16	12
MPV17	3144	3096	3038	2495
GTF3C2	4952	4502	4405	4247
AC109828.1	17	20	8	26
AC074117.10	760	529	602	548
EIF2B4	3066	3169	2689	2254
SNX17	7339	8232	8489	6766
ZNF513	673	682	879	741
PPM1G	25324	26065	21681	14864
FTH1P3	15	9	13	9
NRBP1	7745	7842	9054	9237
KRTCAP3	252	264	505	195
IFT172	1239	1049	1112	1503
AC074117.13	1	1	4	4
RNU6-986P	0	0	2	0
FNDC4	238	261	474	473
GCKR	14	12	31	27
AC109829.1	6	9	7	7
C2orf16	91	91	147	239
AC074091.1	0	0	0	0
ZNF512	1683	1482	1692	1506
RP11-158I13.2	0	0	0	0
CCDC121	111	68	70	120
GPN1	4244	3886	4251	3565
SNORA36	2	1	1	3
SUPT7L	3350	3047	3596	3534
SLC4A1AP	3357	3345	3375	2976
AC074091.13	4	3	10	12
MRPL33	5737	6299	4134	3102
AC110084.1	12	3	10	13
RBKS	181	188	204	204
BRE	1784	1927	1517	1375
RP11-674I16.1	0	0	0	3
MIR4263	18	19	14	37
RP11-674I16.2	1	0	0	6
AC093690.1	12	8	9	20
RP11-731I19.1	0	0	0	0
AC104695.3	28	21	21	34
FOSL2	11019	8481	8647	11880
RP11-373D23.2	23	14	12	30
RP11-373D23.3	13	9	17	8
AC104695.4	5	6	5	8
PLB1	154	131	311	242
SNRPGP7	0	0	0	0
AC074011.2	3	0	3	3
RNA5SP89	0	0	0	0
AC097724.3	20	8	12	24
PPP1CB	7449	5129	8653	10134
SPDYA	24	15	27	35
RP11-713D19.1	0	0	1	0
TRMT61B	1471	1317	1172	1174
WDR43	7287	6478	5336	6103
SNORD92	2	4	0	1
SNORD53	0	0	0	3
SNORD53_SNORD92	9	10	4	10
FAM179A	29	24	18	21
C2orf71	1	0	0	0
AC105398.1	0	0	0	0
AC105398.3	0	0	0	0
CLIP4	4078	3285	3474	3451
ALK	4	6	5	7
AC106899.1	0	0	0	0
RN7SL516P	0	0	0	0
AC106870.1	0	0	0	0
AC106870.2	0	0	0	0
AC016907.3	2	0	3	4
AC016907.1	0	0	0	0
AC016907.2	0	0	0	0
YPEL5	1451	1317	2905	4976
SNORA64	0	0	0	2
AC104698.2	0	0	0	0
LBH	3	1	13	114
AC104698.1	0	0	0	0
AC109642.1	0	0	0	2
AC073255.1	0	0	0	0
LCLAT1	1163	1026	1119	1188
CAPN13	10	9	3	2
AC092569.2	0	0	0	0
GALNT14	5317	5628	5484	3299
AC009305.1	2	0	0	3
AC009305.2	0	0	0	0
CAPN14	32	28	43	64
RNA5SP90	0	0	0	0
EHD3	980	975	1666	1873
AL121657.4	0	2	2	1
XDH	2182	1795	2717	2606
SRD5A2	1	1	0	1
AL133247.2	0	0	0	0
AL133247.3	0	0	0	0
AL133249.1	0	0	0	0
AL121652.2	0	0	0	0
KRT18P52	0	0	0	1
AL121652.3	0	0	0	0
AK2P2	1	1	0	3
RP11-1057B6.1	1	3	2	3
MEMO1	244	111	164	156
DPY30	2709	3377	3380	2637
AL121652.1	1	0	0	2
CTC-336P14.1	3	5	9	7
SPAST	920	571	904	1241
AL121655.1	0	0	0	0
RP11-563N4.1	64	64	56	47
SLC30A6	2513	2243	2676	3029
DDX50P1	18	9	12	32
RNU6-647P	1	0	0	1
NLRC4	47	22	33	28
YIPF4	2484	2073	2575	2646
AL133245.2	3	1	6	0
BIRC6	5277	4210	5447	8837
BIRC6-AS1	0	0	0	1
MIR558	0	0	0	0
TTC27	3783	3588	3233	2438
MIR4765	0	1	0	0
LINC00486	0	0	1	0
AL121656.5	0	0	1	0
LTBP1	434	380	958	4120
AL133244.1	0	0	0	0
RNA5SP91	0	0	1	0
RNA5SP92	0	0	0	1
RASGRP3	53	38	40	31
AC020594.5	8	9	9	5
FAM98A	5436	4404	5121	4797
ATP6V0E1P3	0	0	0	0
HNRNPA1P61	1	2	1	2
AC009499.1	0	0	1	0
MYADML	0	0	0	0
AC069303.1	0	0	0	0
SLC25A5P2	0	0	0	0
AC097506.1	0	2	0	0
AC009499.2	0	0	0	0
AC073218.1	0	0	0	0
AC011748.1	0	0	0	0
AC073218.2	0	0	0	0
RP11-529E15.1	0	0	0	0
AC073218.3	0	0	0	0
AC012593.1	0	0	0	0
RN7SL602P	0	0	0	0
AC019064.1	0	0	0	0
AC013442.1	0	0	0	0
MIR548AD	0	0	0	0
RNU6-1117P	0	0	0	0
AC083939.1	0	0	0	0
MRPL50P1	0	0	0	0
AC009414.1	0	0	0	0
RP11-490M8.1	73	82	73	61
CRIM1	4896	3510	4162	6695
RP11-78I14.1	0	0	1	0
AC007401.2	6	0	7	9
FEZ2	2680	2406	3267	3612
AC007401.1	0	1	0	4
RP11-294L11.1	0	0	0	0
VIT	5	4	8	17
AC007382.1	6	16	18	38
STRN	2398	1909	2834	4707
RNU6-577P	1	0	0	1
RNU6-846P	0	0	1	0
HEATR5B	1731	1333	1803	2562
GPATCH11	1398	1270	1354	1989
EIF2AK2	6763	5482	6728	7839
AC007899.3	2	0	2	3
SULT6B1	0	0	0	0
AC007390.4	0	0	0	0
AC007390.5	2520	2568	2675	2483
CEBPZ	5316	4514	4935	5414
RP11-423P10.2	60	40	57	73
NDUFAF7	1952	1820	1605	1630
PRKD3	4031	2973	4577	7234
AC007391.2	3	1	5	4
RNU6-939P	0	0	0	0
QPCT	482	515	810	1131
RNU6-1116P	0	0	0	0
AC006369.2	1	3	1	1
CDC42EP3	5549	4860	6284	7944
AC006369.3	0	0	0	0
AC010878.3	0	0	0	0
LINC00211	1	0	0	4
RMDN2	173	105	167	231
RMDN2-AS1	2	0	2	3
