gene_name	LSK_F_WT_1	LSK_F_WT_2	LSK_F_KO_1	LSK_F_KO_2
Olfr836	0	0	0	0
Olfr837	0	0	0	0
Olfr843	0	0	0	0
Olfr845	0	0	0	0
Olfr846	0	0	0	0
Olfr847	0	0	0	0
Olfr849	0	0	0	0
Olfr850	0	0	0	0
Olfr851	0	0	0	0
Olfr853	0	0	0	0
Olfr854	0	0	0	0
Olfr855	0	0	0	0
Zfp317	3912	5404	4083	4129
Olfr856-ps1	0	0	13	2
Olfr857	0	0	0	0
Olfr58	0	0	0	0
Olfr859	0	0	0	0
Olfr860	0	0	0	0
Olfr862	0	0	0	0
Olfr77	0	0	0	0
Olfr866	0	0	0	0
Olfr867	0	0	0	0
Olfr868	0	0	0	0
Olfr869	0	0	0	0
Olfr870	0	0	0	0
Olfr871	0	0	0	0
Olfr872	0	0	0	0
Olfr39	0	0	0	0
Olfr873	0	0	0	0
Olfr18	0	0	0	0
Zfp560	809	1281	684	847
Zfp26	948	1552	1508	1343
Zfp426	1272	1943	1396	1433
Zfp266	4808	6669	4914	5163
Zfp846	531	469	479	444
Fbxl12os	165	275	123	217
Fbxl12	1885	2180	1791	1491
Ubl5	1223	1681	1291	1267
Pin1	5017	4674	5042	4252
Olfm2	2	20	12	15
Col5a3	10	19	4	11
Rdh8	0	0	0	0
A230050P20Rik	6039	6107	5039	4483
Angptl6	283	185	259	273
Ppan	11580	9974	11349	8605
Eif3g	12555	9411	12055	10495
Dnmt1	30832	19414	41315	33952
Mir7081	0	0	6	0
S1pr2	905	1464	1083	1510
Mrpl4	5076	5052	5435	4858
Icam1	6287	7029	5589	5630
Icam4	412	588	652	555
Icam5	32	80	24	6
Mir1900	0	0	0	0
Zglp1	20	6	18	2
Gm38431	3	5	5	2
Fdx1l	25	19	16	8
Raver1	3906	3380	4219	3923
Mir7082	6	9	13	2
Tyk2	5015	7081	6831	6486
Cdc37	25069	21491	21966	21416
Pde4a	2803	2879	2137	2944
Mir7667	0	0	0	0
Keap1	12073	10550	12314	11085
S1pr5	0	0	0	0
Atg4d	1969	2490	1686	2297
Kri1	1137	1569	1315	1217
Cdkn2d	3224	4103	3934	3420
Ap1m2	38	16	23	53
Slc44a2	21701	27262	25423	24460
Ilf3	15953	14299	19038	17027
Gm16853	0	0	0	3
Qtrt1	2566	2861	2512	2155
Dnm2	16348	14827	17992	15065
Mir199a-1	0	5	5	0
Tmed1	2748	2813	2939	2593
AB124611	108	217	110	122
Carm1	8176	7371	9143	6559
Yipf2	1878	2531	1592	1661
1810026J23Rik	5627	6183	6806	5939
Gm7904	4	3	0	4
Smarca4	16883	12748	20614	16706
Ldlr	3812	2236	5980	2658
Spc24	4154	3410	4600	4141
Kank2	282	516	328	408
Dock6	630	1157	835	671
Mir7083	0	0	0	0
Gm6484	0	1	0	0
Rab3d	4175	3798	5139	4501
Tmem205	1989	2333	2341	2020
Ccdc159	72	84	45	54
Lppr2	127	166	154	77
LOC100049077	4	45	13	33
Swsap1	892	918	1022	1074
Epor	635	1706	780	874
Rgl3	0	6	0	0
Ccdc151	5	0	3	25
Prkcsh	8048	8428	8945	8663
Elavl3	0	0	0	0
Zfp653	2123	2519	1734	1664
Mir680-2	20	52	18	26
Gm16845	231	298	225	257
Ecsit	2693	2565	2660	2227
Cnn1	0	2	7	1
Elof1	3876	4029	3877	3937
Mir7084	0	0	0	0
Acp5	350	540	190	237
Pigyl	919	1116	1017	845
Zfp872	0	4	0	0
1810064F22Rik	0	0	0	0
Zfp809	1086	1388	1018	886
Zfp599	852	1078	955	803
Zfp810	1307	1437	1189	1157
Gm6607	1	1	0	0
Anln	2635	2529	3126	2672
9530077C05Rik	207	487	293	258
Rp9	4728	4344	4554	4347
Bbs9	2013	2012	1912	2428
Bmper	2	12	3	31
Npsr1	0	0	0	0
Dpy19l1	4335	4705	5964	5220
Dpy19l2	12	6	19	1
Cypt4	0	0	0	0
Cypt10	0	0	0	0
Cypt9	0	0	0	0
Tbx20	0	0	0	0
Herpud2	5335	6007	5200	5038
Sept7	19046	21594	19107	18626
Eepd1	1836	2286	1872	1943
B3gat1	0	0	0	0
Glb1l2	94	123	119	175
Glb1l3	0	0	0	0
Gm1110	0	0	0	0
Acad8	2633	3301	3237	3031
Thyn1	797	782	877	713
Vps26b	4247	4806	5179	4951
Ncapd3	4993	4704	7014	6170
Jam3	797	1054	671	478
Igsf9b	22	18	32	17
AI414108	27	17	74	25
Spata19	0	0	0	0
Opcml	0	0	0	0
Ntm	0	0	0	0
Snx19	2693	3711	3581	3159
Adamts15	0	0	0	0
Adamts8	6	0	0	4
Zbtb44	3266	3364	2438	2756
St14	3043	2391	2972	2473
Aplp2	8284	13291	8825	9632
Gm7244	190	230	249	187
Prdm10	304	266	214	340
Nfrkb	3556	3825	4539	3871
Tmem45b	0	0	0	0
Barx2	0	0	0	0
Arhgap32	1112	2195	1780	1834
Kcnj5	18	23	108	28
Kcnj1	0	7	0	0
Fli1	10156	13490	13462	13356
Ets1	2114	3351	2933	3026
Gm27162	0	0	0	0
7630403G23Rik	0	0	0	0
Kirrel3	0	6	14	0
St3gal4	3249	4148	4327	3685
4930581F22Rik	314	492	171	301
Dcps	5775	5004	6627	5939
Tirap	1747	1579	1735	1358
Foxred1	4605	4195	4913	3985
Srpr	7968	7758	7362	6958
Fam118b	1428	1354	1694	1177
Rpusd4	2822	2910	2684	2481
4933422A05Rik	0	5	0	5
Cdon	85	79	68	87
Ddx25	52	108	46	40
Pus3	2002	2772	1789	1860
Hyls1	362	604	466	393
Pate4	0	6	0	3
Gm17365	0	0	0	7
Pate2	0	37	0	0
Gm17252	0	0	0	0
Gm17677	0	0	0	0
Gm17727	0	0	0	0
D730048I06Rik	0	0	0	0
9230110F15Rik	0	0	0	0
Gm3428	0	0	0	0
Gm5916	0	0	0	0
Gm3434	0	0	0	0
Gm7257	0	0	0	0
Gm9513	0	0	0	0
Gm5615	0	0	0	0
Gm17689	0	0	0	0
A630095E13Rik	0	0	0	0
1700027I24Rik	0	0	0	0
Acrv1	0	0	0	0
Chek1	2692	2364	2671	2964
Stt3a	22038	17317	21579	18411
Ei24	6451	6569	7201	6295
Fez1	12	4	0	3
Pknox2	0	0	0	0
Tmem218	626	945	628	706
Slc37a2	26	111	120	31
Ccdc15	428	388	400	322
Hepacam	0	13	0	0
Robo4	3246	4426	3198	3474
Robo3	70	128	164	74
Msantd2	1474	1491	1037	1267
Esam	3392	5810	4475	4033
Vsig2	61	99	67	66
Nrgn	9669	7669	8778	7153
Spa17	69	57	43	50
Siae	3121	4325	3806	3832
Tbrg1	9896	10904	10173	9310
Panx3	0	0	0	0
Olfr160	0	0	0	0
Olfr151	0	0	0	0
Olfr874	0	0	0	0
Olfr875	0	0	0	0
Olfr876	0	0	0	0
Olfr877	0	0	0	0
Olfr145	0	0	0	0
Olfr878	0	0	0	0
Olfr881	0	0	0	0
Olfr883	0	0	0	0
Olfr884	0	0	0	0
Olfr885	0	0	0	0
Olfr887	0	0	0	0
Olfr888	0	0	0	0
Olfr889	0	0	0	0
Olfr890	0	0	0	0
Olfr891	0	0	0	0
Olfr893	0	0	0	0
Olfr894	0	0	0	0
Olfr143	0	0	0	0
Olfr895	0	0	0	0
Olfr25	0	0	0	0
Olfr898	0	0	0	0
Olfr899	0	0	0	0
Olfr250	0	0	0	0
Olfr900	0	0	0	0
Olfr251	0	0	0	0
Olfr147	0	0	0	0
Olfr901	0	0	0	0
Olfr902	0	0	0	0
Olfr904	0	0	0	0
Olfr905	0	0	0	0
Olfr906	0	0	0	0
Olfr907	0	0	0	0
Olfr908	0	0	0	0
Olfr911-ps1	0	0	0	0
Olfr910	0	0	0	0
Olfr912	0	0	0	0
Olfr913	0	0	0	0
Olfr914	0	0	0	0
Olfr915	0	0	0	0
Olfr916	0	0	0	0
Olfr917	0	0	0	0
Olfr918	0	0	0	0
Olfr919	0	0	0	0
Vwa5a	4789	6720	5795	6379
Olfr920	0	2	0	0
Olfr921	0	0	0	0
Olfr922	0	0	0	0
Olfr923	0	0	0	0
Olfr924	0	0	0	0
Olfr26	0	0	0	0
Olfr926	0	0	0	0
Olfr930	0	0	0	0
Olfr933	0	0	0	0
Olfr934	0	0	0	0
Olfr935	0	0	0	0
Olfr146	0	0	0	0
Olfr936	0	0	0	0
Olfr937	0	0	0	0
Olfr938	0	0	0	0
Olfr27	0	0	0	0
Olfr242	0	0	0	0
Olfr943	0	0	0	0
Olfr944	0	0	0	0
Olfr1537	0	0	0	0
Olfr945	0	0	0	0
Olfr947-ps1	0	0	0	0
Olfr948	0	0	0	0
Olfr951	0	0	0	0
Olfr952	0	0	0	0
Olfr954	0	0	0	0
Olfr955	0	0	0	0
Olfr44	0	0	0	0
Olfr957	0	0	0	0
Olfr958	0	0	0	0
Olfr959	0	0	0	0
AW551984	0	0	24	0
Olfr148	0	0	0	0
Olfr960	0	0	0	0
Olfr961	0	0	0	0
Olfr963	0	0	0	0
Olfr149	0	0	0	0
Olfr965	0	0	0	0
Olfr150	0	0	0	0
Olfr967	0	0	0	0
Olfr968	0	0	0	0
Olfr969	0	0	0	0
Olfr970	0	0	0	0
Olfr971	0	0	0	0
Olfr972	0	0	0	0
Olfr229	0	0	0	0
Olfr974	0	0	0	0
Olfr975	0	0	0	0
Olfr976	0	0	0	0
Olfr978	0	0	0	0
Olfr979	0	0	0	0
Olfr980	0	0	0	0
Olfr981	0	0	0	0
1700001J11Rik	7	12	18	25
Olfr982	0	0	0	0
Olfr983	0	0	0	0
Olfr984	0	0	0	0
Olfr985	0	0	0	0
Tmem225	0	0	0	0
Olfr986	0	0	0	0
Zfp202	1469	1436	1502	1076
Scn3b	53	75	60	77
Gramd1b	1019	1299	793	951
1700110K17Rik	33	28	0	9
Clmp	1	5	5	8
Hspa8	3583	2380	3059	1763
Bsx	0	0	0	0
4931429I11Rik	0	4	0	2
Crtam	0	0	9	0
Ubash3b	2184	2260	2377	2105
1700063D05Rik	0	0	0	0
3110039I08Rik	0	0	0	0
Mir100	0	0	0	0
Mirlet7a-2	0	0	0	0
Mir125b-1	0	0	0	0
Sorl1	2572	2650	3812	3013
4930546K05Rik	0	0	0	5
Sc5d	1030	995	1479	964
Tecta	0	0	0	0
Tbcel	2328	2872	2499	2470
Grik4	0	0	0	4
Arhgef12	983	1437	779	845
Tmem136	341	432	337	239
Pou2f3	0	0	0	0
Oaf	896	1277	898	1074
D630033O11Rik	0	1	0	0
Trim29	0	0	0	0
Pvrl1	66	31	62	54
Thy1	43	25	59	47
Usp2	383	368	321	358
C1qtnf5	0	0	0	0
Mfrp	0	0	0	0
Rnf26	1517	1546	1856	1460
Mcam	7	26	0	18
Cbl	931	1254	1146	990
Ccdc153	0	0	6	0
Pdzd3	42	45	12	39
Nlrx1	604	857	753	864
Abcg4	119	152	31	151
Hinfp	988	1054	810	970
C2cd2l	926	1156	1126	784
Dpagt1	4098	3961	4333	4052
H2afx	38947	28646	45515	37359
Hmbs	4872	5103	4807	4155
Vps11	4130	4717	4857	4815
Hyou1	9583	5944	12364	6740
Slc37a4	2462	2739	2341	2412
Mir7085	0	0	0	2
Trappc4	3023	3655	3503	3119
Rps25	72	67	95	36
Ccdc84	938	1070	888	846
Foxr1	6	37	16	26
Upk2	5	0	0	1
Bcl9l	1390	1624	1549	1023
Cxcr5	179	19	30	16
Ddx6	2818	2664	2791	1908
Treh	0	0	0	0
Phldb1	548	575	825	711
Arcn1	11577	10117	11649	10003
Ift46	1349	1637	1271	1527
Tmem25	273	309	164	137
Ttc36	6	7	13	4
Kmt2a	3699	4595	2901	3441
Atp5l	21	34	14	41
Ube4a	1534	2277	2484	2470
Cd3g	6	0	0	1
Cd3d	0	4	8	0
Cd3e	0	0	0	0
Mpzl2	0	14	15	4
Mpzl3	4	14	14	19
Amica1	24	48	85	46
Gm10684	0	0	0	0
Scn2b	0	4	16	0
Scn4b	10	10	47	5
Tmprss4	230	404	178	303
BC049352	63	116	47	50
Il10ra	980	3081	2311	2647
Mir7086	0	1	5	1
1700003G13Rik	0	0	0	0
Tmprss13	0	0	0	0
Fxyd6	45	23	54	4
Fxyd2	19	24	9	49
4833428L15Rik	0	0	0	0
Dscaml1	0	0	6	0
Cep164	791	747	638	614
Bace1	1548	1655	1619	1353
Rnf214	2080	2362	2096	2120
Pcsk7	2236	2537	2434	2439
Tagln	22	29	56	53
Sidt2	11170	14014	12281	11429
Mir7087	0	0	0	0
Pafah1b2	7731	9558	9864	8515
Sik3	3768	3923	4876	4163
Apoa1	3	4	0	10
Apoc3	0	0	0	0
Apoa4	0	0	0	0
Apoa5	0	0	5	0
Zpr1	9044	8052	8221	7248
Bud13	2374	2292	2237	2372
4931429L15Rik	0	3	0	0
2900052N01Rik	0	0	0	3
Gm4791	0	0	0	0
Cadm1	122	331	108	231
Gm10677	0	0	0	0
Nxpe2	428	1299	234	427
Nxpe4	170	226	123	129
Gm8884	0	0	0	0
Rexo2	5146	5232	5538	4394
Rbm7	7625	10328	7744	7514
Gm5617	344	673	401	456
Nnmt	0	2	0	0
Zbtb16	570	787	704	675
Htr3a	0	0	0	0
Htr3b	0	0	0	0
Usp28	2350	2470	2380	2533
Zw10	3441	4174	4001	3379
Tmprss5	0	0	0	0
Gm4894	0	0	0	0
Drd2	0	0	0	0
Ankk1	0	7	0	0
Ttc12	74	184	60	140
Ncam1	328	245	268	312
Gm11149	0	3	0	0
2310003N18Rik	0	5	0	0
Plet1os	8	0	0	0
Plet1	0	0	0	0
Pts	6223	8994	5252	6150
Bco2	181	509	236	392
Tex12	1	13	6	42
Il18	837	1430	649	869
Sdhd	12983	14017	13826	12528
Timm8b	840	1341	944	904
AU019823	1899	2211	1783	1841
Pih1d2	69	159	147	152
Dlat	6678	6546	6859	6683
Dixdc1	426	492	189	270
2310030G06Rik	7	7	0	1
Hspb2	15	9	9	0
Cryab	253	165	185	89
1110032A03Rik	997	1427	962	1271
Fdxacb1	1036	1784	1274	1300
Alg9	2820	3083	2729	2953
Ppp2r1b	7898	9734	8808	7457
Sik2	496	632	937	693
Layn	675	972	699	677
4833427G06Rik	0	0	0	0
Mir34c	0	0	0	0
Mir34b	0	0	0	0
Btg4	0	0	0	0
Pou2af1	51	44	105	14
Gm684	378	638	306	518
1810046K07Rik	0	0	0	0
Arhgap20	6	0	26	10
Arhgap20os	4	1	0	8
4933407I05Rik	0	0	0	0
Fdx1	1910	2416	1944	2048
Gm6981	80	69	60	49
Rdx	10285	11094	12540	12311
Zc3h12c	317	515	400	322
Mir6244	0	0	0	0
AI593442	0	0	0	0
Gm1715	0	0	0	0
Ddx10	5009	5007	6038	5574
Exph5	17	119	22	42
Kdelc2	2004	3076	1865	2478
Mir130c	0	0	0	0
4930550C14Rik	60	81	43	45
Atm	816	701	793	431
Npat	3043	3691	3789	3254
Acat1	11862	12121	12007	10813
Cul5	2996	3940	3554	3445
Rab39	61	104	69	64
Slc35f2	3297	2187	2891	2398
Sln	0	0	0	0
Elmod1	0	0	0	0
Tnfaip8l3	0	0	0	0
Cyp19a1	0	0	0	0
Gldnos	0	0	0	0
Gldn	0	0	0	0
Dmxl2	402	544	192	262
Sh2d7	2	0	0	0
Cib2	41	76	16	5
Idh3a	14131	11969	15289	12356
Acsbg1	117	67	69	76
Dnaja4	814	1078	468	482
Mir5710	0	0	0	0
Wdr61	6959	7910	7118	6381
Crabp1	0	0	0	0
Ireb2	1614	2380	2169	1872
Hykk	24	85	33	58
AY074887	12	12	3	3
Psma4	4599	4783	4835	4358
Chrna5	0	0	0	10
Chrna3	0	0	0	0
Chrnb4	0	0	0	0
Ube2q2	3638	3977	3522	3541
Fbxo22	4651	4772	4414	4300
Nrg4	719	421	510	330
AI118078	45	13	18	32
Etfa	6443	6802	6756	6165
Isl2	15	0	0	0
Scaper	1535	1896	1138	1543
4930563M21Rik	3	0	0	2
Gm7444	8	2	0	4
Rcn2	11719	11638	11198	10810
Pstpip1	4924	5911	5145	4807
Tspan3	12347	13669	11851	11033
Peak1	639	860	908	496
Hmg20a	8936	10019	8667	8966
Lingo1	9	0	11	0
Odf3l1	0	0	0	4
Cspg4	1	0	0	0
Snx33	1123	1879	1090	1572
Imp3	2813	3414	2719	2550
Snupn	993	932	884	873
Ptpn9	2396	2183	2435	1968
Gm10658	69	69	51	20
Sin3a	4671	5136	5934	5701
Man2c1os	87	137	103	92
Man2c1	6818	5563	6896	5718
Neil1	1073	1417	1074	1140
Commd4	3437	4557	3709	4014
1700041C23Rik	0	0	0	0
Trcg1	3	12	0	0
1700017B05Rik	14664	10894	15658	8502
4930430J02Rik	0	0	0	0
Ppcdc	5688	6203	5257	4531
Scamp5	221	177	186	113
Rpp25	79	64	51	95
Cox5a	4142	4095	4686	3983
Fam219b	1752	1857	1544	1553
Mpi	1813	1396	1714	1650
Scamp2	8481	7847	9018	8198
Ulk3	1813	2410	1635	1589
Cplx3	0	0	0	0
Lman1l	0	5	0	0
Csk	8512	10200	10288	9372
Cyp1a2	0	0	0	0
Cyp1a1	5	29	0	13
Edc3	8312	8193	8935	7606
Clk3	5800	8326	6715	6887
Arid3b	913	1426	1014	893
Ubl7	6952	7333	7361	6709
Sema7a	249	347	368	166
Cyp11a1	210	303	168	153
Ccdc33	0	0	0	0
Gm16130	0	0	0	0
Stra6	0	1	0	0
Islr	1243	829	998	1199
Islr2	0	0	0	0
1600029O15Rik	1	0	1	0
Pml	8332	9680	11702	10759
Mir6385	4	12	14	7
Stoml1	2866	3612	2247	2620
Loxl1	21	19	45	20
Tbc1d21	0	0	0	0
1700072B07Rik	0	0	0	0
4930461G14Rik	0	0	0	0
6030419C18Rik	2	26	9	3
Cd276	448	405	129	142
Nptn	2007	2848	2417	2260
Rec114	77	77	8	15
Hcn4	0	0	0	0
Neo1	147	211	209	257
Adpgk	3109	2658	3130	2472
Bbs4	1254	1887	1254	1460
Arih1	5948	7168	7657	6479
Gm20199	44	108	90	50
Tmem202	28	40	14	17
Hexa	8236	9737	9802	10127
Celf6	3	11	0	0
Parp6	3183	4059	2809	2984
Pkm	39475	27811	40780	33224
Gramd2	3	0	0	0
Senp8	630	1167	761	932
Myo9a	561	851	667	654
Nr2e3	0	0	0	0
Gm7616	0	0	0	0
Thsd4	147	368	160	254
9230112J17Rik	277	290	281	264
Lrrc49	2201	2362	2181	2306
Larp6	94	53	72	35
Uaca	786	445	853	472
Gm5122	0	0	0	0
4933433G08Rik	0	0	0	0
I730028E13Rik	0	0	0	0
B930092H01Rik	0	0	0	0
Tle3	1043	1040	1580	1114
Rplp1	2078	2698	2448	2258
Kif23	5530	4525	6975	5766
Paqr5	300	434	198	312
Glce	1796	2108	1896	1787
Mir5133	9	8	8	2
A730043L09Rik	0	0	0	0
Spesp1	18	8	0	0
Anp32a	667	880	940	818
Coro2b	232	270	195	244
Itga11	0	0	0	0
Fem1b	1939	2460	3100	2112
Cln6	5035	4112	5393	5517
Gm10653	8	8	19	10
Calml4	137	135	123	141
Pias1	8058	8382	7454	8032
Skor1	0	0	29	0
Map2k5	4661	4856	5039	4543
2300009A05Rik	562	679	612	498
Iqch	2	1	0	2
Aagab	11677	13611	11359	12793
Smad3	3658	4930	4434	4121
Smad6	1107	944	877	918
1700055C04Rik	0	0	0	0
1110036E04Rik	0	0	0	2
Scarletltr	3	13	13	4
Lctl	0	0	0	0
Zwilch	1167	1259	1328	1352
Rpl4	43359	44404	44387	41571
Snord16a	46	46	32	25
Snapc5	1193	1222	1172	1135
Map2k1	5598	7038	6676	6112
Uchl4	1221	1033	1140	1034
Tipin	9021	8438	10720	9548
Dis3l	3435	4166	4229	3834
Megf11	6	0	0	11
Rab11a	6147	8474	6623	7036
Dennd4a	876	1541	1583	1261
Slc24a1	8	0	0	3
Vwa9	5067	4909	5026	5182
Hacd3	6025	6528	6363	5495
Dpp8	4843	5547	5827	5361
Igdcc4	723	903	497	386
Igdcc3	1	0	0	11
Parp16	2586	2553	2425	2066
Cilp	0	30	0	4
Clpx	5093	5507	4996	5067
Pdcd7	4647	4603	4706	3955
Ubap1l	0	4	0	0
Kbtbd13	286	235	275	297
Rasl12	459	561	197	234
Slc51b	2	1	0	0
Mtfmt	1302	1268	989	1114
Spg21	10247	11252	10324	9914
Plekho2	12800	13024	13969	10662
Pif1	1024	960	1477	888
Rbpms2	376	418	528	285
Oaz2	2362	2800	2341	2565
Zfp609	471	616	660	464
Trip4	1401	2593	1340	1850
2810417H13Rik	1882	1612	2562	2469
Csnk1g1	1133	1675	1553	1569
Ppib	1848	2029	1906	1671
Snx22	54	87	49	90
Snx1	11430	13484	10772	11979
Fam96a	9576	12248	10171	10054
Dapk2	89	311	48	115
Herc1	2254	2152	2145	1831
Fbxl22	16	33	18	35
Usp3	4448	5102	4501	4461
Car12	980	416	1033	521
Aph1b	278	691	337	398
Aph1c	476	675	367	386
Rab8b	6023	7901	7958	7217
Rps27l	1716	2527	2080	1696
Lactb	2073	1296	2198	1897
Tpm1	6350	6803	6689	6839
Gm19299	0	0	0	0
Tln2	37	33	34	25
Mir190a	0	0	0	0
Mir7241	0	0	0	0
Mir7242	0	0	0	0
C2cd4b	0	0	0	0
C2cd4a	0	10	0	2
Vps13c	205	281	250	269
Gm20745	0	0	0	0
4930502A04Rik	0	0	0	0
Rora	829	1069	390	543
9530091C08Rik	8	8	12	12
Ice2	2489	3757	3307	3338
Anxa2	4570	5030	6039	5064
Mir3109	0	0	0	0
Foxb1	0	0	0	0
B230323A14Rik	0	0	0	0
Bnip2	6858	8353	7321	7169
Gtf2a2	1952	2816	2029	1868
Gcnt3	0	0	0	0
Fam81a	18	7	0	0
Myo1e	127	281	157	168
Mir5626	0	0	0	0
Ccnb2	8724	8042	9753	8865
Rnf111	3967	4828	4674	4231
Sltm	5195	4205	5274	4585
Fam63b	3721	3731	2788	2751
Adam10	11859	16048	18718	15188
Lipc	11	68	32	12
Aqp9	5689	8627	4737	5428
Gm32511	0	17	0	0
Gm3458	0	0	0	0
Aldh1a2	15	30	41	1
Polr2m	28745	31068	29036	29818
Myzap	17	34	12	32
Cgnl1	26	0	30	43
Tcf12	2553	3180	2766	2787
Mir378a	0	0	0	0
Zfp280d	2097	2332	2330	2390
Mns1	1205	1331	1070	1329
Tex9	1007	852	1096	992
4930509E16Rik	52	107	115	64
Rfx7	2623	3310	3614	3536
Nedd4	22655	24243	19894	22401
Prtg	3	0	0	0
Pygo1	18	17	0	1
Dyx1c1	65	164	93	101
Ccpg1os	204	424	164	255
Ccpg1	4498	6296	4701	5508
Pigb	964	954	1108	915
2310009A05Rik	602	853	567	748
Rab27a	5070	5215	6004	5930
Khdc3	7	0	11	8
Rsl24d1	3168	3617	3699	2683
Unc13c	0	0	0	0
Wdr72	0	0	0	0
Gm16551	0	0	0	0
Onecut1	0	0	0	0
Fam214a	1741	2990	1673	2238
Arpp19	5038	5607	5814	5174
Myo5a	3442	3780	3080	2919
Myo5c	268	399	241	342
Gnb5	501	816	461	413
Bcl2l10	0	0	0	0
Mapk6	3156	4086	4220	4003
4933433G15Rik	0	6	5	3
Leo1	3770	3138	3334	3379
Tmod3	9539	11137	11777	9971
Tmod2	20	23	8	8
Lysmd2	1659	1994	1351	1428
Scg3	0	0	0	0
Bmp5	0	0	0	0
Hmgcll1	10	0	0	0
Gfral	0	0	0	0
Hcrtr2	0	6	0	0
Fam83b	0	0	0	0
Tinag	0	0	0	0
Mlip	0	0	0	0
5730403I07Rik	0	0	0	0
Lrrc1	1357	1396	1265	1396
Klhl31	0	0	0	0
Gclc	6513	7233	7264	6757
Elovl5	8840	8955	10406	8535
Gcm1	0	0	0	0
Fbxo9	9258	10870	8275	7931
Ick	2357	3190	2463	2681
C920006O11Rik	90	321	173	99
Gsta4	749	1152	380	469
Gsta1	0	0	0	0
Gm3776	0	0	0	0
Gm10639	0	0	0	0
Omt2a	0	0	0	0
Omt2b	0	0	0	0
Gsta2	0	0	0	0
Dppa5a	0	0	0	0
Ooep	0	0	0	0
Ddx43	32	31	75	51
Mb21d1	2584	2023	2887	2265
Mto1	3026	3192	3266	2746
Eef1a1	35806	55613	45302	45779
Slc17a5	1503	2045	1513	1868
Cd109	0	10	0	0
Gm10635	0	0	0	0
Col12a1	0	0	1	2
Cox7a2	1670	2433	1998	1782
Tmem30a	6503	9419	7966	7107
4930429F24Rik	15	32	15	22
Filip1	107	101	10	54
Senp6	7813	8771	8388	7223
Myo6	315	398	103	178
Impg1	0	0	0	0
Htr1b	0	3	5	17
D430036J16Rik	0	0	0	3
Mei4	641	679	445	498
Irak1bp1	607	799	597	627
Phip	5600	6831	4846	5165
Hmgn3	1227	1452	897	1158
Lca5	408	612	458	681
Gm2087	0	5	0	4
Sh3bgrl2	69	136	55	56
Gm2109	0	0	0	0
Elovl4	32	6	19	18
Ttk	2909	2208	3397	3130
Bckdhb	3441	2742	3101	2395
4930554C24Rik	0	0	0	0
Fam46a	1073	1050	1622	1251
Ibtk	4363	5344	5774	5248
Tpbg	34	78	62	49
Ube2cbp	924	962	812	796
Dopey1	722	810	812	576
Pgm3	2216	2015	2006	1699
Rwdd2a	355	517	320	374
Me1	109	104	94	30
A330041J22Rik	0	0	0	0
Prss35	0	0	0	0
Snap91	0	0	0	0
Ripply2	0	0	0	0
Cyb5r4	1905	2439	2001	2152
Mrap2	0	0	0	2
Cep162	732	961	930	880
Tbx18	0	0	0	0
Nt5e	31	68	65	57
Snx14	2379	3376	2205	2824
Syncrip	5934	4540	6975	5257
Snhg5	1530	1719	1333	1227
Zfp949	942	1576	1109	1342
Trim43a	1	0	12	0
9430037G07Rik	2	29	14	21
Mthfsl	533	640	614	603
Bcl2a1d	0	13	3	12
Trim43c	9	2	0	4
9330159M07Rik	6	31	12	29
Bcl2a1a	2	4	0	0
Trim43b	6	0	0	10
Bcl2a1b	35	26	0	9
Mthfs	257	368	265	255
AF529169	0	0	0	0
Tmed3	6534	5508	6571	5971
Ankrd34c	0	0	0	0
Mir184	0	0	0	0
4930524O08Rik	0	0	0	0
Rasgrf1	0	2	0	1
Ctsh	887	1872	973	917
Morf4l1	400	364	383	284
Adamts7	3	18	0	0
Tbc1d2b	4178	4935	6124	4842
Zic1	0	0	0	0
Zic4	0	0	0	0
Plscr5	0	2	0	0
Plscr1	1821	3249	2112	2341
Mir6386	0	0	1	1
Plscr2	457	574	780	748
1700057G04Rik	0	0	0	0
Plscr4	1032	1572	902	1040
B430319G15Rik	83	170	74	159
Plod2	316	763	359	415
4933400C23Rik	0	0	0	0
1700034K08Rik	0	0	0	0
1190002N15Rik	2142	2277	2959	2203
Slc9a9	1151	1332	1057	1059
Mir7656	0	0	0	0
Chst2	204	584	284	397
U2surp	10071	9758	10560	10451
Paqr9	70	452	71	48
Pcolce2	0	0	4	0
Trpc1	0	6	0	12
Pls1	57	87	155	45
1700065D16Rik	15	11	19	18
Atr	1398	1798	2129	1624
Xrn1	696	1039	670	874
Gk5	55	35	77	45
Tfdp2	4607	6417	5233	5782
Atp1b3	11943	10197	13355	11134
Rnf7	2118	2495	2090	2070
Rasa2	1419	1643	1337	1071
Zbtb38	2621	3387	2667	1810
E030011O05Rik	211	438	134	151
C430002N11Rik	9	14	0	12
Pxylp1	4500	4516	4977	4423
Spsb4	681	618	749	540
Slc25a36	1289	1821	1608	1284
Trim42	0	0	8	0
Clstn2	0	0	0	2
4921534H16Rik	0	0	0	0
Nmnat3	2735	3074	2984	2333
Rbp1	1860	2126	1248	1272
Rbp2	0	5	14	3
4930579K19Rik	67	153	48	61
Copb2	13078	10780	14286	12089
Mrps22	1528	1969	1803	1662
E330023G01Rik	0	0	0	0
Prr23a1	0	0	0	0
Prr23a2	0	0	0	0
Prr23a3	3	0	0	0
7420426K07Rik	0	0	0	0
Foxl2os	0	0	0	0
Foxl2	0	0	0	0
Faim	1762	1446	1525	1595
