	A567T09	A567T10	A567T13	A567T14
ZNF660	43	40	18	27
MPRIPP1	24	21	10	7
ZNF197	1750	2009	1280	1183
ZNF197-AS1	23	24	14	13
ZNF35	500	556	355	374
RP11-348P10.2	170	148	92	59
SOCS5P3	0	0	0	0
ZNF502	399	419	244	183
ZNF501	219	238	164	139
KIAA1143	3258	3616	3012	2509
KIF15	4312	4677	3772	2963
AC098649.1	1	0	0	0
TMEM42	410	518	479	415
MIR564	0	0	0	0
TGM4	71	69	46	41
RP11-272D20.2	0	0	0	2
ZDHHC3	4552	6043	5202	4890
RPL12P44	1	6	1	0
EXOSC7	3314	3607	3455	3458
CLEC3B	10	12	27	22
RNU5B-3P	0	0	0	0
CDCP1	10038	12989	9944	8717
RPS24P8	5	8	11	9
TMEM158	273	510	414	425
AC010170.1	0	0	0	0
LARS2	1901	2543	2514	1987
LARS2-AS1	0	1	0	0
LIMD1	1949	2790	1985	1573
AC099539.1	1	0	0	0
LIMD1-AS1	4	8	9	7
SACM1L	3002	3900	1813	1349
RN7SL145P	13	29	9	3
SLC6A20	3	1	0	1
LZTFL1	1696	1785	1030	897
RP11-852E15.1	0	0	0	0
CCR9	12	2	5	2
FYCO1	3019	2725	2222	2021
CXCR6	18	77	55	36
XCR1	1	0	1	0
NRBF2P2	0	0	0	0
FLT1P1	0	0	0	0
CCR3	2	0	0	0
CCR1	46	20	4	6
UQCRC2P1	0	0	0	0
CCR2	0	0	0	0
RP11-24F11.2	0	0	0	0
CCR5	0	0	0	0
CCRL2	23	31	21	21
LTF	2	2	1	0
RTP3	0	0	0	0
LRRC2	20	35	15	14
AC104304.2	0	0	0	0
LUZPP1	0	0	0	0
TDGF1	0	0	0	0
AC104304.1	0	0	0	0
SNORD77	0	0	0	0
ALS2CL	1267	540	501	430
TMIE	13	11	13	12
PRSS50	12	4	5	12
PRSS46	1	1	0	2
PRSS45	8	3	6	8
RP11-427P5.2	0	0	0	0
PRSS44	0	5	1	3
PRSS42	2	8	10	4
MYL3	5	0	2	2
PTH1R	81	67	113	94
AC109583.1	0	0	0	0
CCDC12	1755	1935	2365	2549
NBEAL2	2523	2681	2894	2495
NRADDP	12	6	19	20
SETD2	7727	8405	5663	4433
KIF9-AS1	272	309	229	227
KIF9	465	343	445	443
KLHL18	1489	1975	1390	1115
RP11-708J19.1	52	93	149	116
PTPN23	2974	3295	4042	3532
SCAP	5050	6464	7074	6543
ELP6	2274	2733	3358	3201
RP11-708J19.2	21	15	13	6
AC099778.1	0	0	0	0
RN7SL870P	0	0	0	0
CSPG5	35	30	63	56
SMARCC1	9695	12365	8446	6583
RP11-717D12.1	9	1	1	1
RP11-395P16.1	0	0	1	1
AC026318.1	0	0	0	0
DHX30	5640	6875	6707	5997
MIR1226	0	0	0	0
MAP4	29716	35442	36864	31430
VPS26BP1	1	1	0	0
RP11-1029M24.4	2	1	0	0
RN7SL664P	0	1	1	1
RP11-1029M24.1	0	0	0	0
CDC25A	1844	2888	2304	2072
SNRPFP4	3	3	4	4
RNU7-128P	1	2	0	1
NDUFB1P1	4	3	0	2
MIR4443	0	0	0	0
CAMP	1	0	1	1
ZNF589	1014	1358	1398	1212
MRPS18AP1	11	12	7	12
FCF1P2	95	153	155	138
NME6	916	1226	1113	1040
SPINK8	0	0	0	0
MIR2115	0	0	0	0
FBXW12	18	11	12	11
RN7SL321P	0	0	0	0
PLXNB1	3352	2664	2218	2034
CCDC51	1198	1488	1440	1343
TMA7	2565	3325	3158	3092
RP11-24C3.2	4	1	3	0
ATRIP	901	1259	1098	1050
TREX1	996	1141	1474	1584
SHISA5	7142	7991	10424	9957
AC104448.1	0	0	0	0
PFKFB4	2491	4922	4959	4453
UCN2	463	864	838	876
COL7A1	52466	58437	67375	59831
MIR711	0	0	0	0
UQCRC1	12915	15350	18974	19334
TMEM89	17	13	10	10
SLC26A6	5152	7390	6183	5526
CELSR3	388	431	755	655
MIR4793	0	0	0	0
RP11-148G20.1	7	10	19	13
NCKIPSD	2178	2915	3825	3693
RP11-572O6.1	18	23	20	12
IP6K2	4103	4318	5054	4485
PRKAR2A	4006	5608	4048	3135
PRKAR2A-AS1	140	117	179	158
SLC25A20	489	701	814	733
ARIH2OS	90	49	83	85
ARIH2	6057	7287	6074	5028
RP13-131K19.1	9	22	10	7
RP13-131K19.2	13	12	15	30
RP13-131K19.7	0	0	0	0
P4HTM	1346	1325	1773	1695
WDR6	7571	9777	8627	7186
DALRD3	1386	1666	1634	1466
MIR425	1	0	1	0
NDUFAF3	2546	3596	3231	3187
MIR191	0	0	0	0
IMPDH2	22205	24779	27505	26995
RP13-131K19.6	2	4	2	5
QRICH1	7211	8007	6786	5622
RN7SL182P	0	0	0	0
QARS	14231	14925	14716	13062
USP19	4830	4858	4103	3432
LAMB2	13470	14681	16498	14904
RP11-694I15.7	54	24	15	29
CCDC71	1501	1624	1984	1927
KLHDC8B	396	417	563	603
C3orf84	0	0	0	0
CCDC36	5	1	4	4
RP11-3B7.7	1	1	0	0
RP11-3B7.1	2	4	4	1
C3orf62	544	601	572	527
MIR4271	0	0	0	0
USP4	3001	3750	3669	3089
GPX1	6161	7608	9118	9714
RHOA	46339	50460	45628	40094
RHOA-IT1	18	24	6	9
TCTA	834	1271	1897	1854
AMT	462	437	375	301
NICN1-AS1	0	0	0	0
NICN1	702	892	876	824
RNA5SP130	1	0	0	0
DAG1	9744	11497	14199	12037
BSN-AS2	15	22	20	16
BSN	61	72	103	107
BSN-AS1	0	0	0	0
APEH	7625	9011	9206	8461
MST1	325	356	362	364
AC099668.5	0	0	0	0
RNF123	2679	2520	1968	1484
AMIGO3	0	3	0	0
GMPPB	21	41	16	13
IP6K1	2816	4115	3960	3356
RP13-480C15.1	2	0	1	0
RP13-1056D16.2	0	1	0	0
CDHR4	26	8	27	17
FAM212A	80	66	74	106
UBA7	1221	1145	1328	1151
MIR5193	0	0	0	0
AC139451.1	0	0	0	0
TRAIP	1091	1452	1649	1479
CAMKV	0	2	3	5
RN7SL217P	0	0	0	0
ACTBP13	1	0	0	1
MST1R	311	121	198	217
CTD-2330K9.2	0	1	0	0
CTD-2330K9.3	21	17	9	12
MON1A	484	655	684	665
RBM6	5949	8344	7726	7145
RBM5	6629	9439	6855	5853
RP11-493K19.3	277	150	139	100
SEMA3F	3582	2790	2742	2432
MIR566	0	0	0	0
GNAT1	3	0	0	1
SLC38A3	47	32	145	153
GNAI2	20859	23912	30535	29542
U73169.1	5	7	3	2
U73166.2	43	58	49	33
SEMA3B-AS1	9	5	1	4
SEMA3B	960	1087	1182	1208
LSMEM2	11	3	3	1
IFRD2	3347	5258	4570	4453
HYAL3	194	258	438	410
NAT6	638	708	908	902
HYAL1	49	41	57	29
HYAL2	1178	1396	1333	1208
TUSC2	1091	1612	1635	1709
RASSF1	1666	1982	2126	1951
ZMYND10-AS1	0	0	0	0
ZMYND10	95	106	302	309
NPRL2	1004	1328	1647	1511
CYB561D2	682	935	964	1086
XXcos-LUCA11.5	1	0	0	0
TMEM115	1971	2750	3025	3081
CACNA2D2	52	35	24	27
XXcos-LUCA11.4	3	3	3	5
RNA5SP131	0	0	0	0
C3orf18	298	374	498	469
HEMK1	2009	2602	2160	2044
CISH	196	202	261	237
MAPKAPK3	3919	4966	4830	4570
RP11-804H8.6	38	35	32	42
MIR4787	0	0	0	0
DOCK3	86	100	116	121
RP11-804H8.5	0	0	0	0
RP11-646D13.1	0	0	0	0
ZNF652P1	0	0	0	0
ST13P14	0	0	0	0
MANF	6007	7082	9305	9630
RBM15B	4500	5341	5063	4612
VPRBP	2609	3787	2483	1875
RP11-89F17.5	2	0	0	0
RAD54L2	2310	2668	1923	1744
RNU6ATAC29P	0	0	0	0
TEX264	1408	1715	2332	2411
RNA5SP132	5	0	1	1
GRM2	21	1	2	2
IQCF6	0	0	0	0
RP11-314A5.3	0	0	0	0
IQCF3	0	0	0	0
IQCF2	0	0	0	0
RN7SL504P	0	0	0	0
IQCF5-AS1	0	0	0	0
IQCF5	0	0	0	0
IQCF1	0	0	0	0
RRP9	1565	2390	1726	1761
PARP3	1419	1544	1521	1310
GPR62	3	4	9	3
PCBP4	1176	1576	1876	1841
RP11-155D18.14	0	0	0	0
RP11-155D18.12	0	0	0	0
ABHD14B	1594	1550	2222	2311
ABHD14A	299	296	512	550
ACY1	110	119	136	90
ABHD14A-ACY1	13	17	14	8
RPL29	39743	40090	49910	52095
DUSP7	2017	2383	1792	1697
LINC00696	2	0	0	0
POC1A	1976	2344	2889	3006
ALDOAP1	0	0	0	0
ALAS1	2823	2934	3326	2804
TLR9	4	3	11	6
TWF2	1515	1584	1913	2136
RP5-1157M23.2	60	59	73	62
PPM1M	590	557	570	545
WDR82	9726	12415	7912	6228
MIRLET7G	1	0	0	0
GLYCTK	403	503	563	574
GLYCTK-AS1	3	17	0	0
MIR135A1	0	0	0	0
DNAH1	254	184	125	92
RP11-168J18.6	13	9	7	8
BAP1	6776	6882	6928	6164
PHF7	610	610	372	291
SEMA3G	30	15	33	39
TNNC1	9	6	11	10
NISCH	6270	6622	6915	6483
STAB1	8	3	2	1
NT5DC2	8404	12739	15703	15892
SMIM4	795	1061	1632	1678
PBRM1	4320	5972	2974	2432
RNU6-856P	7	11	4	4
RNU6ATAC16P	1	3	1	1
GNL3	11126	12031	9587	8349
SNORD19B	8	4	0	2
SNORD19	141	80	43	27
SNORD69	34	34	19	16
GLT8D1	5266	5849	5545	4674
SPCS1	6878	7988	7894	7171
NEK4	2035	2538	1520	1121
RP5-966M1.5	2	2	4	5
RP5-966M1.4	2	0	0	0
ITIH1	0	1	0	0
ITIH3	1	0	11	8
ITIH4	13	18	26	32
RP5-966M1.6	50	70	61	32
ITIH4-AS1	3	1	0	0
MUSTN1	6	7	10	7
TMEM110-MUSTN1	68	46	31	30
TMEM110	119	110	123	110
SFMBT1	1137	1669	1231	995
RP11-894J14.5	31	24	25	30
AC096887.1	0	0	0	0
SERBP1P3	2	1	0	0
RFT1	2523	2830	2202	1988
PRKCD	1925	2425	3565	3056
AC097015.1	2	3	0	0
TKT	53057	42099	57528	53161
DCP1A	2725	2941	1573	1240
RN7SL821P	5	7	0	3
SNORD38	5	2	0	0
RP11-72H11.1	0	0	0	0
CACNA1D	1	0	0	0
SNORD63	157	105	40	31
AC024149.1	0	0	0	0
RP11-884K10.6	0	0	0	0
CHDH	39	26	76	56
IL17RB	87	124	86	85
RP11-884K10.7	131	211	202	189
ACTR8	1649	2032	1529	1427
AC012467.1	0	0	0	0
SELK	2233	2259	2084	1731
CABYRP1	0	0	0	0
CACNA2D3	75	58	38	50
RPS15P5	0	0	1	0
ESRG	0	0	0	0
CACNA2D3-AS1	0	0	2	0
LRTM1	1	0	0	0
RP11-889D3.1	29	40	51	44
RP11-889D3.2	25	23	21	15
RP11-64C1.1	11	13	3	3
RP11-875H7.1	0	0	0	2
RP11-875H7.2	1	0	0	0
WNT5A	39450	37586	14652	11153
WNT5A-AS1	790	1001	162	136
RP11-875H7.5	18	6	1	0
ERC2	53	51	13	19
RP11-58O15.1	0	0	0	0
MIR3938	0	0	0	0
RN7SKP45	0	0	0	0
RNA5SP133	0	0	0	0
CCDC66	1723	2561	1457	1243
FAM208A	9334	10493	5754	4888
ARHGEF3	918	850	610	505
ARHGEF3-AS1	1	0	0	0
SPATA12	9	10	7	4
RP11-157F20.3	3	10	7	10
IL17RD	453	358	315	273
RP11-157F20.1	0	0	0	0
HESX1	93	62	50	49
APPL1	5559	6398	2669	2325
ASB14	181	142	69	62
DNAH12	13	10	11	16
RNU6-1181P	1	1	0	0
RNF7P1	0	0	0	0
RP11-229A12.2	0	0	1	0
RNU6-108P	0	0	0	0
RNU6-483P	1	0	0	0
PDE12	2264	3219	1502	1182
ARF4	19168	23078	13655	11764
RP11-755B10.4	17	12	22	31
RNU6ATAC26P	0	0	0	0
DENND6A	2897	2767	1394	1096
RP11-755B10.2	1	3	1	1
RP11-755B10.3	0	5	2	9
SLMAP	5693	5906	2834	2186
RP11-332H21.2	0	4	0	1
PPIAP16	1	1	7	3
FLNB	51239	60510	38832	33185
FLNB-AS1	1049	896	275	204
DNASE1L3	1	0	0	0
ABHD6	614	774	819	757
RPP14	2598	2833	2262	1972
RP11-80H18.4	7	4	7	4
PXK	4678	5421	2765	2151
PDHB	5081	5115	5124	4543
RP11-802O23.3	5	12	5	4
RP11-359I18.5	6	10	17	13
KCTD6	673	871	610	476
ACOX2	56	74	66	45
RP11-359I18.1	0	0	0	1
FAM107A	11	9	4	9
RP11-475O23.2	0	2	0	0
RP11-475O23.3	0	2	1	1
FAM3D	0	0	1	3
C3orf67	1092	1132	736	566
RP11-147N17.1	3	2	0	0
CTD-2185K10.1	0	0	0	0
RP11-285B24.1	0	0	0	0
RP11-719N22.2	1	0	0	0
RP11-719N22.1	0	0	0	0
FHIT	109	64	49	41
NPCDR1	1	0	0	0
RP11-641C17.4	0	0	0	0
RP11-641C17.2	0	0	0	0
RP11-641C17.3	0	0	0	0
RP11-641C17.1	0	0	5	0
PTPRG	9056	7943	3026	2356
RPL10AP6	43	35	57	43
RNU2-10P	0	0	0	0
RP11-154D3.1	0	0	0	0
PTPRG-AS1	305	432	278	249
C3orf14	1947	3028	2341	2095
FEZF2	0	0	0	0
CADPS	10	8	5	16
RP11-1036F1.1	0	0	0	0
RN7SL863P	0	0	0	0
RNU6-139P	0	0	0	0
RP11-24H1.1	0	0	0	0
LINC00698	0	0	0	0
KRT8P35	0	0	0	0
UBL5P3	0	0	0	0
SYNPR	0	0	0	0
AC099545.1	0	0	0	0
SYNPR-AS1	0	0	0	0
RNA5SP134	0	0	0	0
SNTN	0	0	0	0
AC136289.1	7	5	3	3
C3orf49	18	21	8	5
THOC7	4899	5814	5548	5053
THOC7-AS1	10	9	1	0
ATXN7	2672	2959	1302	986
PSMD6-AS2	261	209	67	78
RP11-245J9.5	53	42	14	15
PSMD6	7307	9499	7644	7214
RP11-245J9.4	0	0	0	0
RP11-245J9.6	17	13	7	5
RP11-129B22.1	34	36	8	5
LINC00994	1	2	3	5
PRICKLE2	2536	2767	2505	2104
PRICKLE2-AS1	0	0	0	0
PRICKLE2-AS2	7	7	5	2
PRDX3P4	4	5	1	2
PRICKLE2-AS3	11	15	4	5
RP11-14D22.2	0	0	0	0
RP11-14D22.1	10	22	3	0
RNU6-739P	0	0	0	0
ADAMTS9	1103	1658	772	622
ADAMTS9-AS1	13	11	1	1
ADAMTS9-AS2	98	85	36	30
RP11-543A18.1	0	0	0	0
AC104331.1	0	0	0	0
MAGI1	1261	1351	534	445
RP11-88H12.2	7	6	5	6
AC104438.1	0	0	0	0
ILF2P1	1	0	1	0
RPL17P17	1	1	0	0
MAGI1-IT1	8	9	4	3
MAGI1-AS1	1	2	0	0
AC106827.2	0	0	0	0
AC106827.1	0	0	0	0
SLC25A26	1084	1116	1173	1045
RNU6-787P	0	0	0	0
RN7SL482P	0	0	0	0
LRIG1	1203	1858	1068	786
RP11-814M22.2	0	0	0	0
RPL21P41	0	0	0	0
KBTBD8	195	202	70	45
RP11-85I21.1	1	0	0	0
SUCLG2	8287	7441	4608	3455
NDUFB4P1	1	1	0	0
RP11-81N13.1	223	307	136	86
AC113171.1	0	0	0	0
FAM19A1	1	0	0	0
COPS8P2	5	3	1	3
RP11-1008M1.1	0	0	0	0
RP11-436J20.1	0	0	0	0
AC096922.1	0	0	0	0
PSMC1P1	139	202	178	179
FAM19A4	0	0	0	0
RNA5SP135	0	0	0	0
EOGT	3312	3816	1834	1445
CTD-2013N24.2	134	147	55	26
TMF1	6232	5781	2903	2172
MIR3136	7	4	2	0
UBA3	5091	5763	3344	2347
ARL6IP5	8889	9339	5930	4481
LMOD3	6	9	13	11
FRMD4B	892	343	174	134
RBM43P1	1	0	0	0
RP11-62G11.1	0	0	0	1
RP11-62G11.2	0	0	0	0
RP11-444P10.1	0	0	0	0
MITF	436	462	244	177
RN7SL418P	0	1	0	0
AC099326.1	0	0	0	0
RP11-460N16.1	0	0	0	0
RP11-963H1.1	0	1	0	0
UQCRHP4	0	0	0	0
RP11-231I13.2	0	0	0	0
AC134025.1	0	0	0	0
COX6CP6	0	0	0	0
HMGB1P36	0	0	0	0
RNU6-281P	0	0	0	0
AC096971.1	0	0	0	0
FOXP1	2411	3040	2290	2037
FOXP1-AS1	7	7	5	2
MIR1284	0	0	0	0
FOXP1-IT1	2	9	0	1
RP11-154H23.3	15	45	34	24
EIF4E3	1053	868	445	412
GPR27	1	0	0	0
PROK2	0	0	0	0
RN7SL271P	0	0	0	0
RP11-648C16.1	0	1	0	0
LINC00877	9	11	7	4
RP11-398A8.4	1	0	0	0
RP11-398A8.2	0	1	0	0
RP11-398A8.1	1	0	0	0
LINC00870	6	4	4	2
RP11-433A10.3	0	0	0	0
RP11-433A10.2	0	0	0	0
AC112219.1	0	0	0	0
RP11-447M4.1	0	0	0	0
RYBP	2949	3287	1633	1325
RP11-654C22.2	5	2	2	0
RNU1-62P	0	0	0	0
RP11-654C22.1	0	0	0	0
RNA5SP136	0	0	0	0
SHQ1	2044	2748	1799	1439
RP11-624D20.1	6	1	0	0
PSMD12P	0	0	0	0
RP11-728B21.3	0	1	0	0
GXYLT2	1474	1548	1128	1074
FTH1P23	12	23	45	33
PPP4R2	6460	7844	3027	2244
RNU7-19P	0	0	0	0
EBLN2	266	263	68	34
RNU6-557P	0	0	0	0
RNU2-64P	0	0	0	0
CCDC75P1	0	0	0	0
RNU6-1270P	0	0	0	0
PDZRN3	198	191	498	386
RNU7-119P	0	0	0	0
PDZRN3-AS1	1	0	2	1
RP11-451J24.1	0	0	0	0
RP11-20B7.1	0	1	4	0
RP11-508O18.1	0	0	0	0
RP11-781E19.1	0	0	0	0
AKR1B1P2	0	0	0	0
CNTN3	222	97	8	2
AC128653.1	0	0	0	0
NIPA2P2	0	0	0	0
RN7SL294P	0	0	0	0
HNRNPA3P6	161	266	183	167
MYLKP1	0	0	0	0
AC117481.1	0	0	0	0
OR7E66P	0	0	0	0
OR7E22P	0	0	0	0
AC139453.1	0	0	0	0
OR7E55P	0	0	0	0
RP11-803B1.2	0	1	0	0
LSP1P2	0	0	0	0
RP11-803B1.3	0	0	0	0
ALG1L6P	200	134	66	57
FAM86DP	763	948	742	783
RP11-803B1.8	12	15	10	9
ENPP7P2	5	7	1	0
CTD-2026G6.2	0	0	0	0
CTD-2026G6.3	2	0	0	0
RPS3AP15	0	3	0	0
AC133041.1	0	0	0	0
RP11-413E6.2	0	0	0	0
OR7E121P	0	0	0	0
UNC93B3	12	12	13	12
RP11-413E6.1	7	1	4	5
MIR1324	0	0	0	0
AGGF1P3	1	3	0	2
RARRES2P1	0	0	0	0
FRG2C	0	0	0	0
RP11-413E6.7	0	1	0	1
LINC00960	27	15	11	12
ZNF717	366	402	260	203
RN7SL92P	0	1	0	1
MIR4273	0	0	0	0
ROBO2	0	0	0	0
AC026877.1	0	0	0	0
RP11-550F7.1	0	2	1	5
RNU6-386P	0	0	0	0
VDAC1P7	0	0	0	1
RNU6-217P	0	0	0	0
AC134729.1	0	0	0	0
RP11-354H21.1	0	0	0	0
RP11-354H21.2	0	0	0	0
RN7SL647P	0	0	0	0
RN7SKP61	0	0	0	0
RP11-314M24.1	0	0	0	0
MRPS17P3	0	0	0	0
ROBO1	5613	5274	2513	1856
RP11-588D3.1	0	0	0	0
RN7SL751P	4	3	0	0
MIR3923	0	0	0	0
AC117479.1	0	0	0	0
HMGB1P38	0	0	0	0
OSBPL9P1	0	0	0	0
HNRNPA3P8	0	0	0	0
RP11-481N16.1	0	0	0	0
RP11-47P18.1	0	0	0	0
RP11-47P18.2	0	0	0	0
RP11-6B4.1	0	0	0	0
RP11-520D19.1	0	0	0	0
RP11-520D19.2	2	8	5	0
RP11-564P9.1	1	0	0	0
GBE1	9003	11460	7301	5294
RNU2-28P	35	9	4	4
SETP6	0	1	0	0
RP11-142L1.3	0	0	0	0
RP11-142L1.1	5	6	6	4
RP11-359D24.1	0	0	0	0
RP11-260O18.1	0	0	0	0
RPL7AP23	0	0	0	0
CYP51P1	0	0	1	0
SRRM1P2	0	0	0	0
AC108696.1	0	0	0	0
AC107025.1	0	0	0	0
LINC00971	2	0	0	0
RP11-651J20.1	0	0	0	0
RP11-735B13.2	0	0	0	0
AC132660.1	0	0	0	0
CADM2	0	1	1	0
MIR5688	0	0	0	0
CADM2-AS2	0	0	0	0
CADM2-AS1	0	0	0	0
PRKRIRP2	0	0	0	0
snoZ40	0	0	0	0
RNU6-1129P	0	0	0	0
RP11-789F5.1	0	0	0	0
RN7SKP284	0	0	0	0
RP11-331K15.1	0	0	0	0
VGLL3	4991	4281	849	558
PPATP1	2	5	2	0
MIR4795	0	0	0	0
CHMP2B	3907	4707	2409	2001
POU1F1	0	1	1	0
KRT8P25	0	0	0	0
APOOP2	0	0	0	0
PSMC1P6	0	0	0	0
RP11-451B8.1	0	0	0	0
RNU6-873P	0	0	0	0
RNU6ATAC6P	0	0	0	0
HTR1F	0	0	0	0
CGGBP1	9479	11161	4821	3987
RP11-159G9.5	292	371	120	105
CBX5P1	5	10	0	2
ZNF654	1143	1398	596	477
C3orf38	1781	1756	1083	857
ABCF2P1	0	1	0	0
NDUFA5P5	0	0	0	0
NARG2P2	0	0	0	0
GAPDHP50	0	0	0	0
EPHA3	21	26	32	17
RP11-91A15.2	0	0	0	0
RP11-91A15.1	0	0	0	0
RNU6-712P	0	0	0	0
PROSP	0	0	0	0
RP11-557B13.1	0	0	0	0
RNU6-488P	0	0	0	0
PROS1	1579	1137	797	625
RNU6-511P	0	0	0	1
ARL13B	2545	2819	1428	1008
HMGN1P7	4	1	5	0
STX19	16	5	3	1
DHFRL1	752	745	517	364
NSUN3	742	859	466	420
RBBP4P2	18	14	10	3
RNU7-108P	2	1	0	0
ARMC10P1	2	8	3	4
RP11-118N24.2	0	0	0	0
WDR82P1	0	0	0	0
LINC00879	0	0	0	0
RPS18P6	0	0	0	0
MTHFD2P1	0	0	0	0
AC108739.1	0	0	0	0
RP11-598F17.2	0	0	0	0
HNRNPKP4	17	37	27	16
AC108697.1	0	0	0	0
RP11-124D9.1	0	0	0	0
RNU6-1094P	0	0	0	0
MTRNR2L12	6	3	3	6
RPL18AP8	0	0	0	0
AC117444.1	0	0	0	0
RCC2P5	0	0	0	0
CDV3P1	0	0	0	0
EPHA6	2	1	3	3
RP11-529P9.1	0	0	0	0
RP11-389G6.3	1	0	0	0
ARL6	409	553	264	231
CRYBG3	2032	2468	836	679
MINA	1209	1767	1022	817
GABRR3	0	0	0	0
OR5BM1P	0	0	0	0
OR5AC1	0	0	0	0
OR5AC2	0	0	0	0
RP11-343D2.11	0	0	0	0
OR5AC4P	0	0	0	0
POU5F1P7	0	0	0	0
OR5H1	0	0	0	0
OR5H14	0	0	0	0
OR5H15	0	0	0	0
OR5H5P	0	0	0	0
OR5H3P	0	0	0	0
OR5H4P	0	0	0	0
RP11-325B23.2	0	0	0	0
OR5H7P	0	0	0	0
OR5H6	0	0	0	0
OR5H2	0	0	0	0
OR5H8P	0	0	0	0
OR5K4	0	0	0	0
OR5K3	0	0	0	0
UBFD1P1	0	0	0	0
OR5K1	0	0	0	2
OR5K2	0	1	0	0
CLDND1	5425	6584	3635	2932
CPOX	3562	5283	2606	1751
RP11-227H4.5	0	1	1	0
RPL38P4	2	1	1	0
GPR15	0	3	0	2
RP11-227H4.1	0	0	0	0
AC021660.1	0	0	0	0
WWP1P1	1	3	0	0
ST3GAL6-AS1	23	32	20	16
ST3GAL6	656	700	443	365
PDLIM1P4	6	14	12	6
DCBLD2	27456	40546	16707	14138
RNU6-26P	60	66	13	13
CTD-2021J15.1	14	22	8	10
RNU6-1263P	6	5	2	2
LINC00973	202	324	143	122
ACTG1P13	0	0	0	0
RP11-121C1.1	0	0	0	0
AC078828.1	0	0	0	0
RP11-779P15.1	0	0	0	0
RP11-779P15.2	0	0	0	0
RP11-201E8.1	1	0	0	0
COL8A1	2390	3149	703	576
AC055723.1	0	0	0	0
RP11-383I23.2	25	58	25	18
CMSS1	3063	3929	3549	3024
FILIP1L	1411	1894	822	562
MIR3921	0	0	0	0
RP11-15N24.4	48	37	26	11
TMEM30C	1	0	0	0
SNORD61	0	0	0	0
VTI1BP1	0	0	1	1
TBC1D23	3906	4122	1627	1221
NIT2	3054	3422	3643	3706
RP11-114I8.4	51	42	23	16
TOMM70A	8019	9186	5554	4394
LNP1	437	451	252	213
TMEM45A	3263	4208	3825	3543
GPR128	2	2	1	1
GMFBP1	0	1	0	0
TFG	10537	12174	8486	6854
ABI3BP	377	237	71	35
RP11-301G23.1	0	0	0	0
RNU6-865P	0	0	0	0
ACTR3P3	0	0	0	0
IMPG2	7	15	3	5
SENP7	1247	1141	315	297
ZNF90P1	2	1	0	0
RP11-144C15.1	0	0	0	0
FAM172BP	1	0	3	0
TRMT10C	2112	2540	1918	1562
PCNP	11995	13632	6034	4647
RP11-234A1.1	159	170	124	122
RP11-454H13.1	0	0	0	0
RNU6-1256P	0	0	0	0
ZBTB11	2870	3660	1250	849
ZBTB11-AS1	143	184	148	159
RPL24	41775	43250	50270	52085
PDCL3P4	18	23	24	19
CEP97	2694	2715	1036	838
NXPE3	4734	5176	3367	2591
RP11-49I4.3	0	0	0	0
NFKBIZ	7128	3648	850	531
RP11-221J22.1	12	13	2	1
RP11-221J22.2	14	8	1	1
ZPLD1	1	0	0	0
RP11-280H21.1	0	0	0	0
RNU6-461P	0	0	0	0
RNU1-43P	0	0	0	0
NDUFA4P2	0	0	0	0
MIR548AB	0	0	0	0
RP11-628J14.1	0	0	0	0
TUBBP11	0	0	0	0
AC016970.1	0	0	0	0
RP11-40M23.1	0	0	0	0
RP11-281P11.1	0	0	0	0
ALCAM	10149	14137	5767	4813
CBLB	3378	2939	1546	1340
RP11-93B21.1	0	0	0	0
LINC00882	174	188	88	102
FCF1P3	2	1	0	1
MTND4P16	1	0	0	0
RP11-52L11.9	0	0	0	0
MTND3P6	0	0	0	0
RP11-52L11.7	0	0	0	0
RP11-52L11.6	0	0	0	0
MTND5P16	0	0	0	0
MTND6P6	0	0	0	0
RP11-52L11.4	0	0	0	0
MTND1P16	1	0	0	0
MTND2P14	0	0	0	0
RNU6-1308P	0	0	0	0
RP11-561O4.1	2	0	0	0
LINC00883	982	1835	903	754
RP11-446H18.5	31	35	8	9
RP11-446H18.1	10	15	4	4
RP11-446H18.6	2	6	1	1
AC063944.1	0	0	0	0
CCDC54	15	17	8	7
RP11-115H18.1	3	4	5	7
BBX	12351	11966	5286	4180
LINC00635	0	0	0	0
LINC00636	0	1	1	1
CD47	7046	7413	5695	4888
RP11-861A13.4	1	0	0	0
IFT57	3065	3027	3256	2850
HHLA2	1	0	0	0
AC078855.1	0	0	0	0
HNRNPA1P17	0	0	0	0
MYH15	102	108	115	89
RP11-381E24.1	194	208	76	68
KIAA1524	3932	6503	3077	2268
DZIP3	2963	2777	1941	1557
RP11-148O7.2	0	0	0	0
RETNLB	0	0	0	0
TRAT1	0	0	0	0
GUCA1C	0	0	0	0
MORC1	0	0	0	0
MORC1-AS1	0	0	0	0
RP11-59E19.1	0	0	0	0
RP11-59E19.4	0	0	0	0
LINC00488	0	0	0	0
RNU6-1236P	0	0	0	0
RP11-59E19.3	0	0	0	0
DPPA2	0	0	0	0
DPPA4	0	0	0	0
RP11-397K18.1	0	0	0	0
RP11-702L6.1	0	0	0	0
H3F3AP3	0	0	0	0
RP11-702L6.4	0	0	0	0
PPIAP15	0	0	0	0
AC092905.1	0	0	0	0
MIR4445	0	0	0	0
RP11-457K10.1	0	0	0	0
RP11-424I3.1	0	0	0	0
RP11-457K10.2	1	0	0	0
RP11-696F10.1	0	0	0	0
RP11-119D18.1	0	0	0	0
RNU6ATAC15P	0	0	0	0
