NAME	DESCRIPTION	N4_2	N4_3	N4_4	N7_2	N7_3	N7_4	N9_2	N9_3	N9_4
TM9SF3	na	4301	3445	4878	8604	5145	8641	7102	5944	5394
AKIRIN1	na	1909	1463	2277	2294	1375	2132	2423	1836	1847
ARHGAP10	na	399	307	452	640	466	718	533	431	406
PRDX5	na	1649	1263	2041	2934	2110	2840	2820	2305	2164
DGKH	na	441	444	488	3196	2466	3094	1923	1513	1523
MIR1343	na	1	3	0	2	5	2	2	4	1
MARK1	na	286	269	359	529	444	556	559	466	431
EEF1E1	na	378	245	404	554	255	468	522	446	367
UQCR10	na	1234	982	1649	1970	1138	1962	2415	2039	1775
C12orf65	na	242	187	303	305	183	300	343	281	252
RBM24	na	3	3	5	6	0	2	7	3	3
IL4I1	na	2	3	4	2	1	3	2	2	0
NR4A3	na	3	3	8	8	2	3	3	3	4
CEP70	na	763	731	907	1133	930	1133	1101	834	792
ERMARD	na	76	74	24	113	11	10	23	90	41
PAMR1	na	3	2	3	4	0	1	0	3	0
FSD2	na	1	0	0	4	14	1	6	3	0
MYLPF	na	8	3	5	4	1	4	6	3	10
MIR3973	na	2	3	0	2	3	1	2	1	0
LOC101928510	na	0	0	0	0	0	0	0	0	0
PABPC4L	na	410	339	485	1494	858	1255	1082	841	756
DIAPH1	na	1217	1394	1203	2141	2676	2076	2049	1877	1607
PRR5L	na	8	10	13	10	12	6	7	4	0
TRIM5	na	223	235	368	418	323	366	352	243	281
WDPCP	na	143	117	140	205	218	179	165	127	124
GCA	na	36	29	58	46	31	25	82	63	69
MYH15	na	18	26	24	15	12	9	12	16	19
MEIOC	na	0	0	0	0	0	0	0	0	0
SEC14L1P1	na	62	67	65	102	127	95	101	66	71
TMCO5A	na	0	0	0	0	0	0	1	0	0
RAI2	na	0	2	3	0	1	2	0	0	0
NPDC1	na	392	355	407	839	877	885	783	827	552
PLEKHG5	na	347	285	370	474	427	469	391	352	267
PHF14	na	1261	1144	1502	2022	1342	1988	2126	1580	1470
MYCBP2	na	1017	1004	1061	735	685	773	929	775	717
ATF7	na	228	295	224	261	423	241	251	195	193
SPAST	na	706	623	844	918	561	911	902	656	706
NELFE	na	0	0	2	0	0	3	1	0	1
NKD2	na	0	0	8	0	2	0	0	2	0
ARL5A	na	2384	1867	2861	2664	1420	2394	2470	2001	1826
LINC02687	na	0	0	1	0	0	0	0	0	0
ZNF625	na	71	54	90	91	66	122	87	67	69
LIAS	na	179	167	290	293	198	334	353	308	302
CSNK1G1	na	707	616	835	1054	876	1051	1033	796	782
MTX1	na	384	275	524	599	464	658	589	559	533
SOX3	na	46	40	65	36	14	20	17	16	8
SOS1	na	542	633	646	623	686	648	705	660	637
VAT1	na	305	272	374	850	847	912	831	735	599
CREB3	na	628	485	864	1358	814	1190	1267	944	869
ATP8A2	na	8	8	13	10	9	10	5	2	4
SLC2A1	na	280	240	297	521	611	579	452	412	313
PSEN1	na	1134	923	1344	1545	1183	1503	1165	976	916
L3HYPDH	na	181	181	229	228	190	254	191	215	146
SOAT1	na	1921	1475	2315	3423	2071	3123	3365	2707	2489
ARFGEF2	na	1647	1533	2044	2685	2192	2949	2607	2258	1972
MCUB	na	750	657	1016	1439	898	1207	1174	1030	952
DSTN	na	4337	3308	4518	8960	5515	7925	4561	3460	3365
TRNT1	na	806	706	872	1292	830	1254	1135	930	873
CD9	na	1	0	0	0	1	0	0	0	0
CEP170	na	31	3	6	42	9	5	8	8	146
AKR1A1	na	748	589	893	1369	977	1497	1242	1028	953
SPSB1	na	90	65	94	438	278	308	207	206	186
DCTN1	na	1624	1384	1882	3190	2721	3231	2735	2288	2031
PRR14	na	317	323	320	466	537	441	335	375	252
TCTN2	na	376	313	440	626	466	647	463	405	373
ZCCHC9	na	565	441	643	771	468	740	783	677	633
LEPROTL1	na	434	393	549	685	428	638	552	513	453
LARS2	na	845	791	1085	1604	1261	1585	1626	1338	1234
ZNF418	na	24	33	37	73	31	57	52	21	31
ECPAS	na	2732	2579	3116	4633	3464	4705	3928	3272	2999
P4HA2	na	704	442	819	1687	1462	1798	1162	1036	939
SH3TC1	na	0	0	1	7	4	2	7	9	6
CDT1	na	1322	1118	1392	1773	1495	1714	1960	1578	1289
TSPAN14	na	298	291	321	498	471	492	410	334	284
SIL1	na	289	233	307	510	426	524	409	380	355
DUSP15	na	0	0	1	2	0	0	2	0	0
MFAP2	na	0	0	0	1	1	5	0	0	0
TBCK	na	290	263	329	287	265	254	289	231	227
MPND	na	157	110	186	171	142	159	112	123	92
BUD13	na	562	439	654	777	529	718	759	615	583
DAAM2	na	45	41	43	57	80	76	0	2	5
DCLRE1B	na	423	336	483	585	461	578	625	497	451
ETV1	na	836	613	768	1360	1119	1383	4122	3718	3258
LOC389895	na	31	14	34	27	23	20	32	24	21
SLC4A11	na	362	355	414	720	726	786	554	526	419
ZNF205	na	161	131	175	251	195	201	205	197	147
PABPC4	na	1969	1874	2390	3933	3486	4085	4473	3906	3262
BORCS8-MEF2B	na	0	4	5	2	0	3	2	2	6
NR2C2AP	na	371	297	432	664	380	680	792	594	552
CLCC1	na	1011	896	1159	1598	1106	1497	1381	1098	1013
EPOR	na	142	107	159	188	168	187	138	145	130
EPHX1	na	797	796	873	1466	1396	1477	1030	742	684
CSNK1G3	na	670	645	802	990	825	927	949	790	662
ZNRF3	na	390	336	525	691	516	660	638	567	462
B3GLCT	na	310	253	337	627	416	614	347	252	228
ESPNL	na	520	468	700	513	388	554	736	622	577
VIP	na	1	2	0	1	0	3	0	0	0
VAPA	na	2269	1789	2629	3642	2447	3102	3956	3133	2702
RNASE4	na	23	21	26	53	51	37	28	30	30
OTOF	na	1	0	2	5	3	2	0	4	3
GADD45A	na	625	426	698	776	441	738	755	596	535
CRABP2	na	16	15	6	114	85	115	36	25	27
CTDNEP1	na	319	512	303	519	969	510	416	393	313
STK3	na	375	328	463	592	416	543	490	437	401
SNX13	na	1191	1034	1384	1838	1375	1753	1761	1510	1298
GRK4	na	8	6	16	19	9	11	11	18	17
SNORD67	na	12	8	12	16	21	21	11	9	8
LRP4-AS1	na	14	17	25	30	17	39	34	29	16
NCOA7	na	365	356	357	355	367	360	411	363	346
C11orf49	na	210	188	234	347	222	373	275	239	239
TANC1	na	533	545	606	897	993	975	808	669	628
EPHB1	na	10	10	10	12	12	14	2	2	1
SGSM3	na	499	457	520	742	784	843	649	629	517
PYGO1	na	519	572	559	617	531	649	594	542	473
SYCP1	na	0	0	0	0	0	0	0	0	0
MIR6745	na	1	2	2	3	10	9	2	1	1
ZNF786	na	327	301	438	249	263	234	396	392	324
POC5	na	284	242	335	486	297	451	529	402	387
MEIS2	na	1401	1369	1789	2667	2322	2669	3061	2449	2154
GSTO2	na	9	9	17	15	15	10	10	14	8
WWP2	na	650	547	722	1153	1061	1259	1176	1130	1002
OR2W3	na	11	17	18	15	24	13	9	10	3
OR13C9	na	0	0	0	0	2	0	0	0	0
KLF11	na	425	306	401	592	403	538	430	304	240
RP9	na	130	107	160	210	124	224	293	241	224
NECTIN1	na	302	266	376	618	592	616	528	454	372
TIMM8A	na	341	253	368	456	315	545	542	428	431
IL6R	na	206	210	273	233	185	222	136	135	113
CTDSP1	na	1339	1176	1751	1443	1196	1409	1678	1520	1281
PPP1R10	na	2	3	11	4	1	25	4	3	3
TPH2	na	0	0	1	0	0	0	0	0	0
RCOR2	na	840	744	921	1130	836	1067	996	792	690
FRMD7	na	0	0	0	0	0	1	0	0	0
ZFP37	na	293	249	329	302	244	286	289	211	203
TSPAN16	na	0	0	1	0	0	0	0	1	0
NRGN	na	34	27	25	36	39	28	77	72	59
NKX3-1	na	121	113	138	273	201	214	161	142	126
SIT1	na	0	0	0	1	0	0	0	0	0
WAKMAR2	na	2	2	4	3	3	3	14	9	4
SLC39A13	na	138	98	118	416	379	402	265	246	204
ERAP2	na	538	401	596	1370	900	1185	1201	868	867
SLC25A27	na	110	118	138	75	83	85	63	71	58
SLC4A1AP	na	610	490	791	1004	709	964	949	798	696
ELL3	na	179	147	218	387	320	410	339	333	318
SIK3	na	505	527	537	668	823	762	692	541	492
KBTBD4	na	706	521	848	1051	662	1052	1188	951	911
FAM180B	na	1	3	0	5	4	1	4	3	1
NCEH1	na	422	332	513	787	350	646	255	240	251
SPDYA	na	2	2	1	2	0	1	2	9	5
TC2N	na	4	10	2	10	57	59	6	1	23
MAPK9	na	768	657	823	2045	1529	1968	1768	1381	1255
PPARGC1A	na	0	0	0	0	1	0	0	0	0
CEBPB	na	387	438	612	135	93	121	117	113	95
ZNF568	na	33	32	39	10	14	10	6	5	7
ZNF540	na	14	26	18	12	14	26	36	37	41
RINL	na	18	15	28	4	5	5	17	10	7
MIR3161	na	0	0	0	0	3	0	0	1	2
VDR	na	244	271	304	370	275	339	496	435	371
COPS7A	na	846	630	957	1713	1228	1686	1412	1240	1174
LOC441601	na	6	4	3	5	5	3	4	5	5
INPP5D	na	0	1	0	3	2	2	5	1	2
MIR3978	na	0	2	1	0	2	0	1	0	2
DCST1-AS1	na	89	58	96	160	118	142	168	137	154
ISM2	na	22	13	18	16	13	17	34	28	29
AASDHPPT	na	1337	1039	1630	1758	1138	1791	2097	1622	1665
HYKK	na	93	99	127	205	178	192	226	194	184
SEH1L	na	1556	1392	1744	2445	1469	2375	2569	2119	1919
THAP5	na	1200	881	1415	1741	1094	1616	1712	1331	1371
CCDC17	na	38	41	31	71	61	71	63	35	36
FAM209A	na	1	0	5	3	7	2	3	2	0
ZNF354B	na	402	384	457	557	391	554	552	488	430
ATG3	na	969	779	1118	1470	910	1329	1542	1318	1179
DCAF17	na	509	501	573	655	485	657	562	436	400
CCDC151	na	15	31	27	48	43	53	54	38	37
ADAM33	na	0	3	0	0	1	0	0	0	1
PBK	na	1551	1169	1886	3090	1808	2878	3173	2598	2366
TMCO6	na	193	196	257	399	365	405	374	359	269
HDAC8	na	349	314	420	419	319	393	413	369	330
CABLES2	na	89	109	91	198	234	190	161	156	134
DCUN1D5	na	1332	1038	1486	2199	1427	2156	2481	2042	1863
TMX2	na	1099	855	1355	1659	1062	1684	1737	1500	1298
COG1	na	323	333	441	502	485	514	606	510	447
DDX6	na	6292	5666	7185	7637	6387	7574	7301	6147	5615
SHROOM4	na	0	1	0	1	0	0	0	0	0
ZNF490	na	178	153	223	208	242	246	202	171	164
MDC1	na	1	7	1	8	20	1	9	1	9
HBZ	na	5	2	6	6	0	2	0	1	1
HBQ1	na	103	98	97	89	81	74	168	170	116
LRRC47	na	1162	969	1376	1904	1279	1953	2111	1775	1557
ORC1	na	1223	977	1503	1523	1075	1476	1756	1481	1208
KIAA1143	na	814	608	955	1049	701	1054	1130	927	925
DDX5	na	10632	8575	11546	14713	9768	13771	13595	11709	10251
GAL3ST1	na	0	1	2	5	1	0	2	3	1
CLTC	na	18624	17431	21835	23227	19923	22595	18499	15670	14185
RPA4	na	10	14	12	11	15	15	12	17	11
NOS2	na	0	0	0	0	0	0	0	3	1
UCHL1	na	2581	1908	3343	4051	2610	3763	3691	3347	2730
ATP11B	na	1043	847	1159	1610	1203	1628	1431	1228	1109
AGO1	na	1100	1195	1347	1781	1790	1871	1758	1616	1466
MLX	na	840	727	992	1225	773	1191	1478	1265	1105
KMT2C	na	1342	1802	1342	1218	1884	1236	2257	2037	1680
SLC9B1	na	1	0	0	0	0	0	0	1	2
COL23A1	na	12	15	19	13	13	8	16	12	4
PPP1R1C	na	1	2	2	9	15	9	66	58	67
ATP5PD	na	1718	1357	2034	2323	1538	2128	2455	1891	1832
TRIM38	na	390	325	466	423	479	454	456	375	366
ZFP91-CNTF	na	1	0	0	1	0	1	1	2	2
GLYATL1	na	30	20	44	67	40	43	53	26	38
LOC283194	na	4	3	5	5	4	2	2	6	0
EFCAB13	na	0	1	1	1	0	0	0	0	0
FAM111A-DT	na	111	111	134	163	142	159	150	139	119
ATCAY	na	0	1	0	0	0	1	0	0	0
MICA	na	249	210	267	545	424	591	596	488	454
PPARA	na	138	162	187	279	288	323	192	198	188
DTX4	na	229	249	306	366	337	396	349	298	261
MIR3162	na	1	4	3	8	4	4	0	3	3
COL6A3	na	15892	16108	17340	25921	28753	29516	11291	9900	8276
BOC	na	71	59	77	86	121	73	79	78	67
PGPEP1	na	162	138	193	282	255	261	381	323	313
LDB3	na	18	29	11	48	59	37	49	23	37
SAV1	na	327	290	339	488	355	465	462	343	343
OOSP1	na	0	1	0	0	1	1	1	0	0
VAMP1	na	184	179	203	261	231	206	205	179	178
ATP10A	na	152	145	214	279	253	286	315	271	283
AIMP1	na	1022	730	1119	1552	870	1473	1676	1280	1199
HMGA1	na	2465	2277	3103	3708	4340	3453	4820	5876	4465
PLPP2	na	1	1	1	3	0	0	1	3	0
ADAMTS8	na	1	0	1	0	0	0	0	0	0
CNOT9	na	2356	1951	2849	2670	1868	2485	2693	2300	2040
DCTN4	na	1367	1073	1584	2069	1572	1895	2195	1663	1585
PPP2R1A	na	3255	2892	3870	5902	5039	6067	5224	4626	3852
DOCK11	na	78	74	118	140	109	116	73	53	56
TNFRSF10B	na	1494	1183	1629	2120	1544	2020	2252	1929	1652
ZNF92	na	740	542	773	1424	841	1179	1343	1048	959
ETNK2	na	167	139	214	249	208	281	228	150	143
MMADHC-DT	na	3	2	7	2	0	5	2	3	2
BRIX1	na	1436	1068	1673	1917	1019	1610	1959	1589	1399
APOE	na	3	8	2	13	5	13	20	13	8
SMOC1	na	4	1	4	2	2	1	8	8	9
PRKRIP1	na	47	36	51	51	35	49	42	34	30
SPAG16	na	428	383	532	577	432	524	468	346	372
FAM110A	na	48	35	55	116	101	101	157	146	118
RASAL1	na	0	0	1	1	3	3	9	7	6
ABHD10	na	762	562	933	969	627	897	1062	839	788
TCP11L1	na	289	240	341	396	307	343	375	253	265
GDAP2	na	605	672	755	1025	882	897	911	748	701
FBXL8	na	47	54	56	74	72	71	52	60	47
NIPSNAP3B	na	23	25	20	74	84	70	74	70	52
RHOB	na	292	248	366	367	292	335	312	287	251
AP3D1	na	2046	1733	2380	3493	3274	3593	3067	2995	2359
NCOA6	na	380	478	366	545	913	554	500	440	360
CYB561A3	na	310	264	412	468	340	526	403	351	346
ARHGEF3	na	118	105	135	168	148	175	159	84	108
THBS1	na	27	35	51	48	30	41	3	4	4
STX5	na	250	243	329	434	342	471	438	351	302
MEF2A	na	739	683	793	1158	1089	1117	947	835	721
GPBP1	na	1897	1466	2115	2825	1911	2693	2680	2146	2071
RIN1	na	1346	1331	1701	2246	1813	2110	2572	2553	2023
RPLP0P2	na	0	0	0	2	0	2	1	0	1
SAP25	na	6	11	4	12	16	16	5	2	6
ADH5	na	2955	2281	3582	4334	2602	4058	4018	3224	2973
AREG	na	0	0	6	20	8	5	0	0	1
MRFAP1L1	na	1066	807	1319	1605	991	1452	1609	1281	1171
MIR611	na	2	2	7	4	3	6	4	1	3
LPP	na	4454	4978	4281	6450	5992	5743	3771	3073	2701
GCLC	na	616	444	664	612	357	622	714	607	577
CADM2	na	0	0	0	3	2	3	1	3	1
MIR6746	na	0	0	1	6	3	8	2	1	5
CHN2	na	6	1	3	2	5	3	0	0	1
MRPL48	na	198	177	270	462	269	509	561	433	435
RBM47	na	21	21	30	26	16	17	12	6	7
CD63	na	1845	1477	2217	5630	3748	5435	4911	4115	3787
TMEM158	na	76	62	77	393	186	274	109	104	64
ANAPC11	na	600	421	685	941	581	876	1036	855	690
ALG5	na	411	291	466	945	559	979	688	551	548
MIR3654	na	252	215	342	438	365	545	425	328	310
MIR6747	na	3	0	3	4	1	2	2	1	2
PPA1	na	1972	1421	2281	3020	1747	2896	3740	3060	2776
POLR2L	na	983	741	1340	2023	1205	1752	2381	2151	1864
EEF1B2	na	6496	4946	8035	8725	4983	8259	8362	6729	6010
DLG3	na	699	654	814	1063	881	958	992	861	767
CYLC1	na	0	1	0	0	1	1	0	0	0
CRY2	na	418	375	530	652	559	689	609	575	525
OR4C6	na	1	0	0	1	1	0	1	3	1
PRLR	na	0	0	0	0	2	2	0	0	0
GPN1	na	917	706	1092	1324	886	1340	1341	1114	1021
STAU2	na	708	653	842	746	591	644	2313	2039	1705
HMOX2	na	3	16	14	11	9	189	15	9	6
HMOX1	na	544	509	833	623	463	574	393	311	333
NCKAP1L	na	1	3	1	4	0	0	1	0	0
LSM14A	na	150	97	273	463	91	115	282	662	243
EYA3	na	412	424	533	665	530	613	678	576	514
GIPC3	na	0	0	0	1	1	0	0	0	0
PBX4	na	37	38	50	101	67	90	83	67	73
C11orf98	na	8	14	16	38	13	23	18	23	21
LNP1	na	19	16	19	38	26	36	28	37	21
SNORA57	na	281	215	351	692	311	832	637	431	397
HNRNPUL2-BSCL2	na	2	1	1	0	0	0	0	0	1
TTC9C	na	251	199	261	429	355	430	475	387	357
GLB1L2	na	396	308	400	659	480	728	644	542	500
TCF7L2	na	184	228	159	244	347	222	235	190	171
TMEM179B	na	269	248	357	519	413	460	564	488	404
MIR6748	na	1	3	5	1	4	5	6	6	2
MIR6514	na	0	0	0	1	1	0	1	0	2
SOHLH1	na	0	0	1	1	1	2	0	1	2
SRRT	na	1861	1676	1955	2776	2078	2540	2598	2382	1836
LOC105369332	na	2	4	7	7	9	2	0	4	3
SIGMAR1	na	1306	1093	1525	3026	2383	3123	3279	2923	2595
MAGED2	na	1110	956	1340	1687	1407	1579	1290	961	971
OSGIN1	na	217	199	269	445	314	567	680	619	560
SLC9A8	na	135	127	135	258	265	251	233	182	163
NEK6	na	223	206	269	365	378	425	361	360	300
SNORD22	na	123	74	114	136	113	176	148	99	81
SNORD31	na	202	139	242	201	104	193	214	171	151
SNORD30	na	123	79	137	144	67	135	132	120	100
SNORD29	na	106	68	107	130	66	130	146	104	84
SNORD28	na	101	77	119	151	65	123	160	118	99
SNORD27	na	71	32	59	67	42	87	72	49	52
SNORD26	na	129	100	133	140	84	169	167	91	84
ARSH	na	0	0	0	0	0	0	0	1	0
SPTB	na	21	35	44	31	64	56	57	45	45
REPS1	na	674	566	769	930	664	917	996	820	725
ATP1A3	na	13	18	35	50	62	48	41	25	19
MKX	na	12	10	12	335	102	157	9	8	11
RTBDN	na	2	1	4	22	36	33	3	6	6
RBM4B	na	186	168	282	296	219	270	233	200	211
RBP5	na	2	4	13	7	7	2	5	4	7
TTLL9	na	5	4	6	7	1	5	2	2	2
JAG2	na	1286	1151	1261	2103	2218	2049	2200	2349	1619
TOP1MT	na	530	416	585	771	555	814	864	670	553
RSRC2	na	1400	1177	1721	1907	1287	1844	1786	1552	1398
ENY2	na	936	692	1101	1352	650	1239	1340	1072	941
ICE2	na	1082	993	1301	1595	1214	1566	1530	1244	1172
SARM1	na	264	373	398	772	718	851	603	423	415
LACTB	na	146	111	184	203	142	199	225	175	192
CTDP1	na	162	136	197	220	179	169	175	179	137
RNF40	na	1768	1459	2098	2633	2007	2567	2731	2373	2107
SLC17A9	na	5	2	0	5	3	4	4	1	0
NAA40	na	1053	898	1152	1444	1340	1571	1606	1317	1179
HNRNPA3	na	3908	3570	3350	3881	3788	3579	3810	2882	2571
CPZ	na	2	3	8	19	12	18	2	1	1
GCNT4	na	22	13	22	54	13	34	14	20	22
TMEM169	na	28	19	42	31	29	30	21	13	15
VAMP8	na	889	712	1092	2178	1508	2093	2208	1970	1863
EIF3I	na	3617	2741	4766	6273	4364	6716	6669	5607	5334
ZNF571	na	138	114	166	165	168	188	200	147	158
PLA2G3	na	201	181	277	826	802	909	145	76	99
CENPT	na	737	501	741	1171	866	1177	1236	1143	885
LUZP1	na	757	747	859	1182	1089	1239	1141	977	887
MASTL	na	1125	893	1389	1779	1240	1518	1525	1143	1111
MOB2	na	184	178	239	337	241	313	290	265	197
FLT3	na	6	2	5	1	1	2	0	0	1
TPSG1	na	0	1	0	0	0	0	0	1	0
IGFL4	na	5	1	7	6	1	0	1	1	0
SMAD7	na	15	13	12	30	10	23	6	4	3
SHOC1	na	0	1	0	0	0	0	0	0	0
MT1E	na	0	0	0	2	1	1	1	1	0
CATSPER3	na	29	28	37	31	29	42	42	29	26
CIAO2A	na	965	728	1088	1701	945	1504	1802	1469	1391
SARDH	na	0	0	1	15	26	18	129	135	109
GORASP1	na	395	328	479	733	562	772	647	546	482
REXO4	na	484	419	640	780	507	743	975	865	724
SOCS3	na	340	263	379	545	246	394	264	248	221
WDR59	na	768	712	833	1575	1635	1710	1461	1240	1133
ZGPAT	na	365	294	410	536	413	541	545	481	392
MIR7155	na	0	0	0	0	1	0	1	0	0
TCOF1	na	2743	2359	3072	4231	3597	4527	4384	3872	3212
RAD9B	na	67	67	91	146	88	147	130	107	105
AIG1	na	589	539	736	757	638	723	726	571	535
TRIM22	na	1	1	2	5	2	3	1	5	4
PTGR1	na	1056	786	1219	1509	1059	1453	1376	1099	1062
EPHA3	na	3	0	8	8	11	5	29	17	18
PKD2L1	na	2	0	0	1	3	2	0	0	0
SLC12A3	na	0	0	0	0	1	0	0	0	0
TMEM230	na	709	575	793	1149	782	1106	1259	995	951
PITX2	na	25	18	21	55	34	38	61	72	31
GMEB2	na	274	262	303	491	377	417	425	431	349
SMIM14	na	157	87	190	213	140	218	146	104	112
HSPH1	na	2699	2400	3552	3101	2273	3477	3600	3241	2975
ZNF778	na	621	601	770	1238	996	1440	1078	885	769
PCDHGB3	na	27	45	47	45	52	41	55	28	31
ZNF682	na	117	94	159	205	152	229	273	181	198
PCDHGB7	na	77	97	103	111	137	77	66	50	76
FRMD8	na	685	579	882	1095	858	1087	1011	758	721
DDX25	na	1	0	0	1	0	0	3	2	2
RPUSD4	na	365	302	437	578	376	618	604	483	464
PI4K2B	na	932	675	1061	2066	1300	1754	2083	1557	1410
ACAD9	na	798	881	1024	1303	1063	1328	1130	936	882
MRPS18B	na	5	2	5	9	5	8	6	5	6
NUP50	na	4263	3907	5140	7016	5151	6875	7437	6167	5825
HEATR5B	na	707	672	888	1004	792	1037	1231	950	968
MIR194-2HG	na	8	0	0	0	2	1	3	2	1
BDH1	na	0	0	0	0	0	0	0	0	1
CHCHD1	na	658	474	816	1178	575	1071	1223	922	860
PLP1	na	0	0	1	0	0	1	1	0	1
CARF	na	170	136	197	148	140	133	150	100	95
DNAJC6	na	235	257	286	430	360	373	348	298	265
MIR6750	na	0	0	1	0	0	1	1	0	3
CPEB3	na	44	52	52	148	174	147	214	170	142
FGA	na	0	1	0	0	0	0	0	0	0
ARL2-SNX15	na	0	2	2	1	3	0	2	4	1
DCAF16	na	2082	1638	2575	3184	2339	3109	2946	2447	2434
SAC3D1	na	384	307	420	628	422	561	493	357	347
EBP	na	700	578	886	1638	1084	1600	1686	1381	1142
MATN4	na	0	0	0	0	0	0	0	0	0
TMEM262	na	0	0	0	0	0	1	0	0	0
CEACAM5	na	0	0	0	0	0	0	0	0	0
ZC3HC1	na	474	412	636	345	265	405	742	629	596
LOC728975	na	47	51	67	86	63	60	41	31	37
GEMIN6	na	364	300	529	577	298	602	653	574	576
KDM8	na	86	67	107	195	139	211	135	93	98
APAF1	na	467	425	597	979	812	917	536	392	390
ZSCAN22	na	96	72	136	175	139	162	121	124	97
BCL6B	na	3	2	2	14	8	3	7	5	3
ZBTB12	na	2	2	0	1	0	0	1	1	1
SLC22A20P	na	1	0	6	4	7	3	1	0	3
PRKAR1B	na	448	385	655	640	335	590	757	584	515
PRKAR1A	na	4675	3561	5430	8303	5281	7662	6920	5417	5036
SLC35F2	na	1293	920	1452	2234	1370	2189	2129	2067	1735
LRCH3	na	740	782	856	1004	817	975	894	703	651
ST8SIA4	na	0	0	0	1	1	0	0	0	1
MPP4	na	1	2	4	1	1	2	1	2	2
SLC25A45	na	62	49	79	104	98	129	149	135	107
PDCD2	na	1369	1049	1651	2249	1283	2068	2137	1769	1673
TCF20	na	40	20	15	20	11	15	11	6	63
MIR4651	na	0	2	1	0	2	1	0	4	2
IGSF9	na	0	0	0	0	0	0	0	0	2
LIMS1	na	1779	1448	2180	4741	2713	4774	2992	2289	2155
FOXO3	na	401	343	445	465	507	447	529	438	358
FOXJ1	na	0	2	1	1	1	1	2	1	1
FOXC1	na	138	142	201	328	255	321	305	309	244
FOXF1	na	0	1	0	0	0	0	0	0	0
MIR4489	na	1	1	1	1	4	3	2	3	1
TIAF1	na	0	2	3	2	9	5	3	3	1
LIPG	na	0	0	0	0	1	1	2	0	1
OVOL1-AS1	na	0	0	2	0	0	1	0	0	0
LARGE2	na	0	0	2	3	1	2	0	1	1
PIK3AP1	na	1	0	1	4	2	3	1	0	1
NCAPH2	na	881	737	1169	1365	1114	1484	1691	1581	1202
PTPRC	na	0	0	0	1	0	0	0	1	0
PEX1	na	509	432	627	765	594	797	758	648	587
CACNA2D4	na	1	1	0	1	0	0	0	0	3
PSMA1	na	3281	2438	3946	5538	3274	5043	5085	4114	3763
CCDC103	na	57	46	76	136	108	123	93	70	90
RASL10B	na	63	60	94	539	355	600	417	404	353
PHF3	na	3576	3112	4108	5240	3893	4973	4455	3714	3350
SUPV3L1	na	699	599	873	1024	721	971	1164	966	868
GIMAP4	na	0	1	0	0	2	1	1	1	1
SNORD13F	na	15	5	13	25	10	31	24	16	14
ANKFN1	na	2	1	1	0	3	0	0	1	0
SCN9A	na	0	1	0	0	0	0	0	1	0
CD300A	na	0	0	0	0	0	0	0	1	0
CALB2	na	3	5	9	4	9	5	4	3	3
YOD1	na	1257	1091	1349	1859	1277	1833	1577	1419	1208
LOC102724064	na	16	22	26	12	17	13	12	20	16
LOC150051	na	9	11	12	31	17	27	27	26	16
DCN	na	3	5	11	1	1	0	1	0	1
LOC101928069	na	41	24	43	43	32	58	59	43	46
ZNF510	na	532	447	577	689	578	720	675	584	503
C17orf113	na	43	43	49	77	58	49	63	56	51
RBM34	na	936	690	1121	1104	661	1032	1367	1017	1009
TMEM255B	na	0	1	0	1	1	1	1	0	2
MAP3K6	na	397	376	447	462	386	480	368	363	268
FGFR4	na	153	132	170	210	149	203	199	173	107
WDTC1	na	87	77	117	148	173	161	132	105	130
RBM14-RBM4	na	0	0	3	1	0	2	0	0	0
ROR1	na	3	2	4	13	11	16	5	5	3
ZNF667	na	262	192	276	423	366	451	409	372	312
VPS36	na	638	520	721	2124	1358	1994	1765	1512	1415
RGS7	na	0	1	1	0	0	0	0	0	0
ARHGAP9	na	1	7	4	3	2	2	3	1	2
TRAF6	na	332	284	353	429	297	403	445	296	294
ATF4	na	3486	2300	3622	4450	2865	3882	3513	2807	2619
GNLY	na	0	0	0	0	1	1	0	0	1
C22orf15	na	0	0	1	0	1	0	0	0	2
BDP1	na	197	232	293	298	128	222	354	91	242
MCOLN2	na	427	421	508	673	476	701	711	548	484
HOXC6	na	118	110	153	78	100	90	55	46	42
PIGV	na	253	203	310	330	252	366	299	264	255
LOC100130987	na	25	22	26	26	33	28	41	22	21
MIR191	na	0	4	1	6	8	7	5	5	3
MIR125A	na	2	0	1	1	1	3	0	0	0
MIR9-3	na	4	0	4	0	1	0	3	2	1
G3BP2	na	3178	2536	3778	4648	3019	4430	4445	3800	3277
RIMKLB	na	491	446	533	299	290	334	392	363	318
GATB	na	277	230	362	517	437	587	517	456	423
CYREN	na	601	499	704	489	346	470	1079	904	792
GTF2B	na	293	205	377	429	275	426	407	371	395
ZNRF2	na	119	110	139	299	183	229	191	165	167
ERGIC2	na	1351	1039	1516	1968	1180	1692	1898	1528	1321
MMRN1	na	4	5	7	0	0	0	0	0	0
REPIN1	na	1084	868	1118	815	577	779	2059	1813	1537
TMEM26	na	3	0	3	0	0	0	0	0	0
TMEM250	na	647	522	797	1475	1025	1399	1378	1104	980
PTEN	na	1479	1237	1873	2221	1521	2164	2270	1747	1621
APOBEC1	na	0	0	1	0	0	0	0	1	0
MIEF1	na	1345	1257	1483	2222	1695	2259	2414	2042	1709
GFM2	na	912	720	1103	1337	949	1261	1363	1190	1067
